geography_key,state,county,region
1335,NE,DAWSON,Midwest
1336,NE,DEUEL,Midwest
1337,NE,DODGE,Midwest
1338,NE,DOUGLAS,Midwest
1339,NE,FURNAS,Midwest
1340,NE,GAGE,Midwest
1341,NE,GARDEN,Midwest
1342,NE,HALL,Midwest
1343,NE,HOLT,Midwest
1344,NE,HOWARD,Midwest
1345,NE,JEFFERSON,Midwest
1346,NE,JOHNSON,Midwest
1347,NE,KEARNEY,Midwest
1348,NE,KEITH,Midwest
1349,NE,LANCASTER,Midwest
1350,NE,LINCOLN,Midwest
1351,NE,MADISON,Midwest
1352,NE,MERRICK,Midwest
1353,NE,MORRILL,Midwest
1354,NE,OTOE,Midwest
1355,NE,PAWNEE,Midwest
1356,NE,PHELPS,Midwest
1357,NE,PIERCE,Midwest
1358,NE,PLATTE,Midwest
1359,NE,RED WILLOW,Midwest
1360,NE,SARPY,Midwest
1361,NE,SAUNDERS,Midwest
1362,NE,SCOTTS BLUFF,Midwest
1363,NE,SEWARD,Midwest
1364,NE,STANTON,Midwest
1365,NE,WASHINGTON,Midwest
1366,NE,YORK,Midwest
1367,NH,BELKNAP,Northeast
1368,NH,CARROLL,Northeast
1369,NH,CHESHIRE,Northeast
1370,NH,COOS,Northeast
1371,NH,GRAFTON,Northeast
1372,NH,HILLSBOROUGH,Northeast
1373,NH,MERRIMACK,Northeast
1374,NH,ROCKINGHAM,Northeast
1375,NH,STRAFFORD,Northeast
1376,NH,SULLIVAN,Northeast
1377,NJ,ATLANTIC,Northeast
1378,NJ,BERGEN,Northeast
1379,NJ,BURLINGTON,Northeast
1380,NJ,CAMDEN,Northeast
1381,NJ,CAPE MAY,Northeast
1382,NJ,CUMBERLAND,Northeast
1383,NJ,ESSEX,Northeast
1384,NJ,GLOUCESTER,Northeast
1385,NJ,HUDSON,Northeast
1386,NJ,HUNTERDON,Northeast
1387,NJ,MERCER,Northeast
1388,NJ,MIDDLESEX,Northeast
1389,NJ,MONMOUTH,Northeast
1390,NJ,MORRIS,Northeast
1391,NJ,OCEAN,Northeast
1392,NJ,PASSAIC,Northeast
1393,NJ,SALEM,Northeast
1394,NJ,SOMERSET,Northeast
1395,NJ,SUSSEX,Northeast
1396,NJ,UNION,Northeast
1397,NJ,WARREN,Northeast
1398,NM,BERNALILLO,West
1399,NM,CATRON,West
1400,NM,CHAVES,West
1401,NM,CIBOLA,West
1402,NM,CURRY,West
1403,NM,DONA ANA,West
1404,NM,EDDY,West
1405,NM,GRANT,West
1406,NM,GUADALUPE,West
1407,NM,LEA,West
1408,NM,LINCOLN,West
1409,NM,LOS ALAMOS,West
1410,NM,LUNA,West
1411,NM,MCKINLEY,West
1412,NM,OTERO,West
1413,NM,ROOSEVELT,West
1414,NM,SAN JUAN,West
1415,NM,SAN MIGUEL,West
1416,NM,SANDOVAL,West
1417,NM,SANTA FE,West
1418,NM,SIERRA,West
1419,NM,TAOS,West
1420,NM,TORRANCE,West
1421,NM,VALENCIA,West
1422,NV,CARSON CITY,West
1423,NV,CHURCHILL,West
1424,NV,CLARK,West
1425,NV,DOUGLAS,West
1426,NV,ELKO,West
1427,NV,EUREKA,West
1428,NV,HUMBOLDT,West
1429,NV,LANDER,West
1430,NV,LYON,West
1431,NV,MINERAL,West
1432,NV,NYE,West
1433,NV,PERSHING,West
1434,NV,STOREY,West
1435,NV,WASHOE,West
1436,NV,WHITE PINE,West
1437,NY,ALBANY,Northeast
1438,NY,ALLEGANY,Northeast
1439,NY,BRONX,Northeast
1440,NY,BROOME,Northeast
1441,NY,CATTARAUGUS,Northeast
1442,NY,CAYUGA,Northeast
1443,NY,CHAUTAUQUA,Northeast
1444,NY,CHEMUNG,Northeast
1445,NY,CHENANGO,Northeast
1446,NY,CLINTON,Northeast
1447,NY,COLUMBIA,Northeast
1448,NY,CORTLAND,Northeast
1449,NY,DELAWARE,Northeast
1450,NY,DUTCHESS,Northeast
1451,NY,ERIE,Northeast
1452,NY,ESSEX,Northeast
1453,NY,FRANKLIN,Northeast
1454,NY,FULTON,Northeast
1455,NY,GENESEE,Northeast
1456,NY,GREENE,Northeast
1457,NY,HAMILTON,Northeast
1458,NY,HERKIMER,Northeast
1459,NY,JEFFERSON,Northeast
1460,NY,KINGS,Northeast
1461,NY,LEWIS,Northeast
1462,NY,LIVINGSTON,Northeast
1463,NY,MADISON,Northeast
1464,NY,MONROE,Northeast
1465,NY,MONTGOMERY,Northeast
1466,NY,NASSAU,Northeast
1467,NY,NEW YORK,Northeast
1468,NY,NIAGARA,Northeast
1469,NY,ONEIDA,Northeast
1470,NY,ONONDAGA,Northeast
1471,NY,ONTARIO,Northeast
1472,NY,ORANGE,Northeast
1473,NY,ORLEANS,Northeast
1474,NY,OSWEGO,Northeast
1475,NY,OTSEGO,Northeast
1476,NY,PUTNAM,Northeast
1477,NY,QUEENS,Northeast
1478,NY,RENSSELAER,Northeast
1479,NY,RICHMOND,Northeast
1480,NY,ROCKLAND,Northeast
1481,NY,SAINT LAWRENCE,Northeast
1482,NY,SARATOGA,Northeast
1483,NY,SCHENECTADY,Northeast
1484,NY,SCHOHARIE,Northeast
1485,NY,SCHUYLER,Northeast
1486,NY,SENECA,Northeast
1487,NY,STEUBEN,Northeast
1488,NY,SUFFOLK,Northeast
1489,NY,SULLIVAN,Northeast
1490,NY,TIOGA,Northeast
1491,NY,TOMPKINS,Northeast
1492,NY,ULSTER,Northeast
1493,NY,WARREN,Northeast
1494,NY,WASHINGTON,Northeast
1495,NY,WAYNE,Northeast
1496,NY,WESTCHESTER,Northeast
1497,NY,WYOMING,Northeast
1498,NY,YATES,Northeast
1499,OH,ADAMS,Midwest
1500,OH,ALLEN,Midwest
1501,OH,ASHLAND,Midwest
1502,OH,ASHTABULA,Midwest
1503,OH,ATHENS,Midwest
1504,OH,AUGLAIZE,Midwest
1505,OH,BELMONT,Midwest
1506,OH,BROWN,Midwest
1507,OH,BUTLER,Midwest
1508,OH,CARROLL,Midwest
1509,OH,CHAMPAIGN,Midwest
1510,OH,CLARK,Midwest
1511,OH,CLERMONT,Midwest
1512,OH,CLINTON,Midwest
1513,OH,COLUMBIANA,Midwest
1514,OH,COSHOCTON,Midwest
1515,OH,CRAWFORD,Midwest
1516,OH,CUYAHOGA,Midwest
1517,OH,DARKE,Midwest
1518,OH,DEFIANCE,Midwest
1519,OH,DELAWARE,Midwest
1520,OH,ERIE,Midwest
1521,OH,FAIRFIELD,Midwest
1522,OH,FAYETTE,Midwest
1523,OH,FRANKLIN,Midwest
1524,OH,FULTON,Midwest
1525,OH,GALLIA,Midwest
1526,OH,GEAUGA,Midwest
1527,OH,GREENE,Midwest
1528,OH,GUERNSEY,Midwest
1529,OH,HAMILTON,Midwest
1530,OH,HANCOCK,Midwest
1531,OH,HARDIN,Midwest
1532,OH,HARRISON,Midwest
1533,OH,HENRY,Midwest
1534,OH,HIGHLAND,Midwest
1535,OH,HOCKING,Midwest
1536,OH,HOLMES,Midwest
1537,OH,HURON,Midwest
1538,OH,JEFFERSON,Midwest
1539,OH,KNOX,Midwest
1540,OH,LAKE,Midwest
1541,OH,LAWRENCE,Midwest
1542,OH,LICKING,Midwest
1543,OH,LOGAN,Midwest
1544,OH,LORAIN,Midwest
1545,OH,LUCAS,Midwest
1546,OH,MADISON,Midwest
1547,OH,MAHONING,Midwest
1548,OH,MARION,Midwest
1549,OH,MEDINA,Midwest
1550,OH,MEIGS,Midwest
1551,OH,MERCER,Midwest
1552,OH,MIAMI,Midwest
1553,OH,MONROE,Midwest
1554,OH,MONTGOMERY,Midwest
1555,OH,MORGAN,Midwest
1556,OH,MORROW,Midwest
1557,OH,MUSKINGUM,Midwest
1558,OH,NOBLE,Midwest
1559,OH,OTTAWA,Midwest
1560,OH,PAULDING,Midwest
1561,OH,PERRY,Midwest
1562,OH,PICKAWAY,Midwest
1563,OH,PORTAGE,Midwest
1564,OH,PREBLE,Midwest
1565,OH,PUTNAM,Midwest
1566,OH,RICHLAND,Midwest
1567,OH,ROSS,Midwest
1568,OH,SANDUSKY,Midwest
1569,OH,SCIOTO,Midwest
1570,OH,SENECA,Midwest
1571,OH,SHELBY,Midwest
1572,OH,STARK,Midwest
1573,OH,SUMMIT,Midwest
1574,OH,TRUMBULL,Midwest
1575,OH,TUSCARAWAS,Midwest
1576,OH,UNION,Midwest
1577,OH,VAN WERT,Midwest
1578,OH,VINTON,Midwest
1579,OH,WARREN,Midwest
1580,OH,WASHINGTON,Midwest
1581,OH,WAYNE,Midwest
1582,OH,WILLIAMS,Midwest
1583,OH,WOOD,Midwest
1584,OH,WYANDOT,Midwest
1585,OK,BEAVER,South
1586,OK,BECKHAM,South
1587,OK,BLAINE,South
1588,OK,BRYAN,South
1589,OK,CADDO,South
1590,OK,CANADIAN,South
1591,OK,CARTER,South
1592,OK,CHEROKEE,South
1593,OK,CHOCTAW,South
1594,OK,CLEVELAND,South
1595,OK,COMANCHE,South
1596,OK,CRAIG,South
1597,OK,CREEK,South
1598,OK,CUSTER,South
1599,OK,DELAWARE,South
1600,OK,ELLIS,South
1601,OK,GARFIELD,South
1602,OK,GARVIN,South
1603,OK,GRADY,South
1604,OK,GREER,South
1605,OK,HASKELL,South
1606,OK,JACKSON,South
1607,OK,JOHNSTON,South
1608,OK,KAY,South
1609,OK,KINGFISHER,South
1610,OK,LE FLORE,South
1611,OK,LINCOLN,South
1612,OK,LOGAN,South
1613,OK,MARSHALL,South
1614,OK,MAYES,South
1615,OK,MCCLAIN,South
1616,OK,MCCURTAIN,South
1617,OK,MCINTOSH,South
1618,OK,MUSKOGEE,South
1619,OK,OKLAHOMA,South
1620,OK,OKMULGEE,South
1621,OK,OSAGE,South
1622,OK,OTTAWA,South
1623,OK,PAWNEE,South
1624,OK,PAYNE,South
1625,OK,PITTSBURG,South
1626,OK,PONTOTOC,South
1627,OK,POTTAWATOMIE,South
1628,OK,PUSHMATAHA,South
1629,OK,ROGERS,South
1630,OK,SEMINOLE,South
1631,OK,SEQUOYAH,South
1632,OK,STEPHENS,South
1633,OK,TEXAS,South
1634,OK,TULSA,South
1635,OK,WAGONER,South
1636,OK,WASHINGTON,South
1637,OK,WASHITA,South
1638,OK,WOODWARD,South
1639,OR,BAKER,West
1640,OR,BENTON,West
1641,OR,CLACKAMAS,West
1642,OR,CLATSOP,West
1643,OR,COLUMBIA,West
1644,OR,COOS,West
1645,OR,CROOK,West
1646,OR,CURRY,West
1647,OR,DESCHUTES,West
1648,OR,DOUGLAS,West
1649,OR,HARNEY,West
1650,OR,HOOD RIVER,West
1651,OR,JACKSON,West
1652,OR,JEFFERSON,West
1653,OR,JOSEPHINE,West
1654,OR,KLAMATH,West
1655,OR,LAKE,West
1656,OR,LANE,West
1657,OR,LINCOLN,West
1658,OR,LINN,West
1659,OR,MALHEUR,West
1660,OR,MARION,West
1661,OR,MORROW,West
1662,OR,MULTNOMAH,West
1663,OR,POLK,West
1664,OR,TILLAMOOK,West
1665,OR,UMATILLA,West
1666,OR,UNION,West
1667,OR,WALLOWA,West
1668,OR,WASCO,West
1669,OR,WASHINGTON,West
1670,OR,YAMHILL,West
1671,PA,ADAMS,Northeast
1672,PA,ALLEGHENY,Northeast
1673,PA,ARMSTRONG,Northeast
1674,PA,BEAVER,Northeast
1675,PA,BEDFORD,Northeast
1676,PA,BERKS,Northeast
1677,PA,BLAIR,Northeast
1678,PA,BRADFORD,Northeast
1679,PA,BUCKS,Northeast
1680,PA,BUTLER,Northeast
1681,PA,CAMBRIA,Northeast
1682,PA,CAMERON,Northeast
1683,PA,CARBON,Northeast
1684,PA,CENTRE,Northeast
1685,PA,CHESTER,Northeast
1686,PA,CLARION,Northeast
1687,PA,CLEARFIELD,Northeast
1688,PA,CLINTON,Northeast
1689,PA,COLUMBIA,Northeast
1690,PA,CRAWFORD,Northeast
1691,PA,CUMBERLAND,Northeast
1692,PA,DAUPHIN,Northeast
1693,PA,DELAWARE,Northeast
1694,PA,ELK,Northeast
1695,PA,ERIE,Northeast
1696,PA,FAYETTE,Northeast
1697,PA,FRANKLIN,Northeast
1698,PA,FULTON,Northeast
1699,PA,GREENE,Northeast
1700,PA,HUNTINGDON,Northeast
1701,PA,INDIANA,Northeast
1702,PA,JEFFERSON,Northeast
1703,PA,LACKAWANNA,Northeast
1704,PA,LANCASTER,Northeast
1705,PA,LAWRENCE,Northeast
1706,PA,LEBANON,Northeast
1707,PA,LEHIGH,Northeast
1708,PA,LUZERNE,Northeast
1709,PA,LYCOMING,Northeast
1710,PA,MCKEAN,Northeast
1711,PA,MERCER,Northeast
1712,PA,MIFFLIN,Northeast
1713,PA,MONROE,Northeast
1714,PA,MONTGOMERY,Northeast
1715,PA,MONTOUR,Northeast
1716,PA,NORTHAMPTON,Northeast
1717,PA,NORTHUMBERLAND,Northeast
1718,PA,PERRY,Northeast
1719,PA,PHILADELPHIA,Northeast
1720,PA,PIKE,Northeast
1721,PA,POTTER,Northeast
1722,PA,SCHUYLKILL,Northeast
1723,PA,SNYDER,Northeast
1724,PA,SOMERSET,Northeast
1725,PA,SULLIVAN,Northeast
1726,PA,SUSQUEHANNA,Northeast
1727,PA,TIOGA,Northeast
1728,PA,UNION,Northeast
1729,PA,VENANGO,Northeast
1730,PA,WARREN,Northeast
1731,PA,WASHINGTON,Northeast
1732,PA,WAYNE,Northeast
1733,PA,WESTMORELAND,Northeast
1734,PA,WYOMING,Northeast
1735,PA,YORK,Northeast
1736,PR,ADJUNTAS,Territory
1737,PR,AGUADA,Territory
1738,PR,AGUADILLA,Territory
1739,PR,AGUAS BUENAS,Territory
1740,PR,AIBONITO,Territory
1741,PR,ANASCO,Territory
1742,PR,ARECIBO,Territory
1743,PR,ARROYO,Territory
1744,PR,BARCELONETA,Territory
1745,PR,BARRANQUITAS,Territory
1746,PR,BAYAMON,Territory
1747,PR,CABO ROJO,Territory
1748,PR,CAGUAS,Territory
1749,PR,CAMUY,Territory
1750,PR,CANOVANAS,Territory
1751,PR,CAROLINA,Territory
1752,PR,CATANO,Territory
1753,PR,CAYEY,Territory
1754,PR,CEIBA,Territory
1755,PR,CIALES,Territory
1756,PR,CIDRA,Territory
1757,PR,COAMO,Territory
1758,PR,COMERIO,Territory
1759,PR,COROZAL,Territory
1760,PR,DORADO,Territory
1761,PR,FAJARDO,Territory
1762,PR,FLORIDA,Territory
1763,PR,GUAYAMA,Territory
1764,PR,GUAYANILLA,Territory
1765,PR,GUAYNABO,Territory
1766,PR,GURABO,Territory
1767,PR,HATILLO,Territory
1768,PR,HORMIGUEROS,Territory
1769,PR,HUMACAO,Territory
1770,PR,ISABELA,Territory
1771,PR,JAYUYA,Territory
1772,PR,JUANA DIAZ,Territory
1773,PR,JUNCOS,Territory
1774,PR,LAJAS,Territory
1775,PR,LARES,Territory
1776,PR,LAS MARIAS,Territory
1777,PR,LAS PIEDRAS,Territory
1778,PR,LOIZA,Territory
1779,PR,LUQUILLO,Territory
1780,PR,MANATI,Territory
1781,PR,MAUNABO,Territory
1782,PR,MAYAGUEZ,Territory
1783,PR,MOCA,Territory
1784,PR,NAGUABO,Territory
1785,PR,NARANJITO,Territory
1786,PR,OROCOVIS,Territory
1787,PR,PATILLAS,Territory
1788,PR,PENUELAS,Territory
1789,PR,PONCE,Territory
1790,PR,QUEBRADILLAS,Territory
1791,PR,RINCON,Territory
1792,PR,RIO GRANDE,Territory
1793,PR,SABANA GRANDE,Territory
1794,PR,SALINAS,Territory
1795,PR,SAN GERMAN,Territory
1796,PR,SAN JUAN,Territory
1797,PR,SAN LORENZO,Territory
1798,PR,SAN SEBASTIAN,Territory
1799,PR,SANTA ISABEL,Territory
1800,PR,TOA ALTA,Territory
1801,PR,TOA BAJA,Territory
1802,PR,TRUJILLO ALTO,Territory
1803,PR,UTUADO,Territory
1804,PR,VEGA ALTA,Territory
1805,PR,VEGA BAJA,Territory
1806,PR,VIEQUES,Territory
1807,PR,VILLALBA,Territory
1808,PR,YABUCOA,Territory
1809,PR,YAUCO,Territory
1810,RI,BRISTOL,Northeast
1811,RI,KENT,Northeast
1812,RI,NEWPORT,Northeast
1813,RI,PROVIDENCE,Northeast
1814,RI,WASHINGTON,Northeast
1815,SC,ABBEVILLE,South
1816,SC,AIKEN,South
1817,SC,ANDERSON,South
1818,SC,BARNWELL,South
1819,SC,BEAUFORT,South
1820,SC,BERKELEY,South
1821,SC,CALHOUN,South
1822,SC,CHARLESTON,South
1823,SC,CHEROKEE,South
1824,SC,CHESTERFIELD,South
1825,SC,COLLETON,South
1826,SC,DARLINGTON,South
1827,SC,DORCHESTER,South
1828,SC,EDGEFIELD,South
1829,SC,FAIRFIELD,South
1830,SC,FLORENCE,South
1831,SC,GEORGETOWN,South
1832,SC,GREENVILLE,South
1833,SC,GREENWOOD,South
1834,SC,HORRY,South
1835,SC,JASPER,South
1836,SC,KERSHAW,South
1837,SC,LANCASTER,South
1838,SC,LAURENS,South
1839,SC,LEXINGTON,South
1840,SC,MARLBORO,South
1841,SC,NEWBERRY,South
1842,SC,OCONEE,South
1843,SC,ORANGEBURG,South
1844,SC,PICKENS,South
1845,SC,RICHLAND,South
1846,SC,SALUDA,South
1847,SC,SPARTANBURG,South
1848,SC,SUMTER,South
1849,SC,UNION,South
1850,SC,WILLIAMSBURG,South
1851,SC,YORK,South
1852,SD,BEADLE,Midwest
1853,SD,BROOKINGS,Midwest
1854,SD,BUTTE,Midwest
1855,SD,CAMPBELL,Midwest
1856,SD,CLAY,Midwest
1857,SD,CODINGTON,Midwest
1858,SD,CUSTER,Midwest
1859,SD,DAVISON,Midwest
1860,SD,DEUEL,Midwest
1861,SD,FALL RIVER,Midwest
1862,SD,HUGHES,Midwest
1863,SD,HUTCHINSON,Midwest
1864,SD,LAWRENCE,Midwest
1865,SD,LINCOLN,Midwest
1866,SD,MEADE,Midwest
1867,SD,MINNEHAHA,Midwest
1868,SD,MOODY,Midwest
1869,SD,PENNINGTON,Midwest
1870,SD,PINE RIDGE,Midwest
1871,SD,ROBERTS,Midwest
1872,SD,STANLEY,Midwest
1873,SD,TURNER,Midwest
1874,SD,UNION,Midwest
1875,SD,WALWORTH,Midwest
1876,TN,ANDERSON,South
1877,TN,BEDFORD,South
1878,TN,BLOUNT,South
1879,TN,BRADLEY,South
1880,TN,CAMPBELL,South
1881,TN,CANNON,South
1882,TN,CARROLL,South
1883,TN,CARTER,South
1884,TN,CHEATHAM,South
1885,TN,COCKE,South
1886,TN,COFFEE,South
1887,TN,CUMBERLAND,South
1888,TN,DAVIDSON,South
1889,TN,DICKSON,South
1890,TN,DYER,South
1891,TN,FAYETTE,South
1892,TN,FENTRESS,South
1893,TN,FRANKLIN,South
1894,TN,GIBSON,South
1895,TN,GILES,South
1896,TN,GREENE,South
1897,TN,HAMBLEN,South
1898,TN,HAMILTON,South
1899,TN,HARDEMAN,South
1900,TN,HAWKINS,South
1901,TN,HICKMAN,South
1902,TN,HOUSTON,South
1903,TN,HUMPHREYS,South
1904,TN,JEFFERSON,South
1905,TN,KNOX,South
1906,TN,LAWRENCE,South
1907,TN,LEWIS,South
1908,TN,LINCOLN,South
1909,TN,LOUDON,South
1910,TN,MACON,South
1911,TN,MADISON,South
1912,TN,MARSHALL,South
1913,TN,MAURY,South
1914,TN,MCMINN,South
1915,TN,MCNAIRY,South
1916,TN,MONROE,South
1917,TN,MONTGOMERY,South
1918,TN,POLK,South
1919,TN,PUTNAM,South
1920,TN,ROANE,South
1921,TN,ROBERTSON,South
1922,TN,RUTHERFORD,South
1923,TN,SCOTT,South
1924,TN,SEQUATCHIE,South
1925,TN,SEVIER,South
1926,TN,SHELBY,South
1927,TN,SULLIVAN,South
1928,TN,SUMNER,South
1929,TN,TIPTON,South
1930,TN,TROUSDALE,South
1931,TN,UNION,South
1932,TN,WASHINGTON,South
1933,TN,WEAKLEY,South
1934,TN,WHITE,South
1935,TN,WILLIAMSON,South
1936,TN,WILSON,South
1937,TX,ANDERSON,South
1938,TX,ANDREWS,South
1939,TX,ANGELINA,South
1940,TX,ARANSAS,South
1941,TX,ARCHER,South
1942,TX,ATASCOSA,South
1943,TX,AUSTIN,South
1944,TX,BAILEY,South
1945,TX,BASTROP,South
1946,TX,BEE,South
1947,TX,BELL,South
1948,TX,BEXAR,South
1949,TX,BLANCO,South
1950,TX,BOSQUE,South
1951,TX,BOWIE,South
1952,TX,BRAZORIA,South
1953,TX,BRAZOS,South
1954,TX,BREWSTER,South
1955,TX,BROWN,South
1956,TX,BURLESON,South
1957,TX,BURNET,South
1958,TX,CALDWELL,South
1959,TX,CAMERON,South
1960,TX,CAMP,South
1961,TX,CASS,South
1962,TX,CHAMBERS,South
1963,TX,CHEROKEE,South
1964,TX,CHILDRESS,South
1965,TX,CLAY,South
1966,TX,COCHRAN,South
1967,TX,COLEMAN,South
1968,TX,COLLIN,South
1969,TX,COLORADO,South
1970,TX,COMAL,South
1971,TX,COMANCHE,South
1972,TX,CONCHO,South
1973,TX,COOKE,South
1974,TX,CORYELL,South
1975,TX,CRANE,South
1976,TX,DALLAM,South
1977,TX,DALLAS,South
1978,TX,DAWSON,South
1979,TX,DE WITT,South
1980,TX,DEAF SMITH,South
1981,TX,DENTON,South
1982,TX,DICKENS,South
1983,TX,DIMMIT,South
1984,TX,EASTLAND,South
1985,TX,ECTOR,South
1986,TX,EL PASO,South
1987,TX,ELLIS,South
1988,TX,ERATH,South
1989,TX,FANNIN,South
1990,TX,FAYETTE,South
1991,TX,FLOYD,South
1992,TX,FORT BEND,South
1993,TX,FREESTONE,South
1994,TX,FRIO,South
1995,TX,GAINES,South
1996,TX,GALVESTON,South
1997,TX,GARZA,South
1998,TX,GILLESPIE,South
1999,TX,GLASSCOCK,South
2000,TX,GONZALES,South
2001,TX,GRAYSON,South
2002,TX,GREGG,South
2003,TX,GRIMES,South
2004,TX,GUADALUPE,South
2005,TX,HARDIN,South
2006,TX,HARRIS,South
2007,TX,HARRISON,South
2008,TX,HAYS,South
2009,TX,HEMPHILL,South
2010,TX,HENDERSON,South
2011,TX,HIDALGO,South
2012,TX,HILL,South
2013,TX,HOCKLEY,South
2014,TX,HOOD,South
2015,TX,HOPKINS,South
2016,TX,HUNT,South
2017,TX,JACKSON,South
2018,TX,JASPER,South
2019,TX,JEFFERSON,South
2020,TX,JIM WELLS,South
2021,TX,JOHNSON,South
2022,TX,KAUFMAN,South
2023,TX,KENDALL,South
2024,TX,KERR,South
2025,TX,LA SALLE,South
2026,TX,LAMAR,South
2027,TX,LAMB,South
2028,TX,LAMPASAS,South
2029,TX,LAVACA,South
2030,TX,LEE,South
2031,TX,LEON,South
2032,TX,LIBERTY,South
2033,TX,LIMESTONE,South
2034,TX,LIVE OAK,South
2035,TX,LLANO,South
2036,TX,LUBBOCK,South
2037,TX,LYNN,South
2038,TX,MADISON,South
2039,TX,MARION,South
2040,TX,MATAGORDA,South
2041,TX,MAVERICK,South
2042,TX,MCCULLOCH,South
2043,TX,MCLENNAN,South
2044,TX,MEDINA,South
2045,TX,MENARD,South
2046,TX,MIDLAND,South
2047,TX,MILLS,South
2048,TX,MONTGOMERY,South
2049,TX,MOORE,South
2050,TX,MORRIS,South
2051,TX,NACOGDOCHES,South
2052,TX,NAVARRO,South
2053,TX,NOLAN,South
2054,TX,NUECES,South
2055,TX,ORANGE,South
2056,TX,PALO PINTO,South
2057,TX,PANOLA,South
2058,TX,PARKER,South
2059,TX,POLK,South
2060,TX,POTTER,South
2061,TX,RAINS,South
2062,TX,RANDALL,South
2063,TX,REEVES,South
2064,TX,REFUGIO,South
2065,TX,ROBERTSON,South
2066,TX,ROCKWALL,South
2067,TX,RUNNELS,South
2068,TX,RUSK,South
2069,TX,SAN AUGUSTINE,South
2070,TX,SAN PATRICIO,South
2071,TX,SCURRY,South
2072,TX,SHACKELFORD,South
2073,TX,SHELBY,South
2074,TX,SHERMAN,South
2075,TX,SMITH,South
2076,TX,SOMERVELL,South
2077,TX,STARR,South
2078,TX,SUTTON,South
2079,TX,TARRANT,South
2080,TX,TAYLOR,South
2081,TX,TERRY,South
2082,TX,TOM GREEN,South
2083,TX,TRAVIS,South
2084,TX,TYLER,South
2085,TX,UPSHUR,South
2086,TX,UPTON,South
2087,TX,VAN ZANDT,South
2088,TX,VICTORIA,South
2089,TX,WALKER,South
2090,TX,WALLER,South
2091,TX,WARD,South
2092,TX,WASHINGTON,South
2093,TX,WEBB,South
2094,TX,WHARTON,South
2095,TX,WICHITA,South
2096,TX,WILLACY,South
2097,TX,WILLIAMSON,South
2098,TX,WILSON,South
2099,TX,WISE,South
2100,TX,WOOD,South
2101,TX,YOUNG,South
2102,TX,ZAPATA,South
2103,TX,ZAVALA,South
2104,UT,BOX ELDER,West
2105,UT,CACHE,West
2106,UT,CARBON,West
2107,UT,DAVIS,West
2108,UT,DUCHESNE,West
2109,UT,EMERY,West
2110,UT,GARFIELD,West
2111,UT,GRAND,West
2112,UT,IRON,West
2113,UT,JUAB,West
2114,UT,KANE,West
2115,UT,MILLARD,West
2116,UT,MORGAN,West
2117,UT,RICH,West
2118,UT,SALT LAKE,West
2119,UT,SAN JUAN,West
2120,UT,SANPETE,West
2121,UT,SEVIER,West
2122,UT,SUMMIT,West
2123,UT,TOOELE,West
2124,UT,UINTAH,West
2125,UT,UTAH,West
2126,UT,WASATCH,West
2127,UT,WASHINGTON,West
2128,UT,WEBER,West
2129,VA,ACCOMACK,South
2130,VA,ALBEMARLE,South
2131,VA,ALEXANDRIA CITY,South
2132,VA,ALLEGHANY,South
2133,VA,AMELIA,South
2134,VA,AMHERST,South
2135,VA,APPOMATTOX,South
2136,VA,ARLINGTON,South
2137,VA,AUGUSTA,South
2138,VA,BEDFORD,South
2139,VA,BOTETOURT,South
2140,VA,BRISTOL,South
2141,VA,BUCHANAN,South
2142,VA,BUCKINGHAM,South
2143,VA,BUENA VISTA CITY,South
2144,VA,CAMPBELL,South
2145,VA,CAROLINE,South
2146,VA,CARROLL,South
2147,VA,CHARLES CITY,South
2148,VA,CHARLOTTE,South
2149,VA,CHARLOTTESVILLE CITY,South
2150,VA,CHESAPEAKE CITY,South
2151,VA,CHESTERFIELD,South
2152,VA,COLONIAL HEIGHTS CITY,South
2153,VA,COVINGTON CITY,South
2154,VA,CULPEPER,South
2155,VA,CUMBERLAND,South
2156,VA,DANVILLE CITY,South
2157,VA,ESSEX,South
2158,VA,FAIRFAX,South
2159,VA,FAIRFAX CITY,South
2160,VA,FALLS CHURCH CITY,South
2161,VA,FAUQUIER,South
2162,VA,FLOYD,South
2163,VA,FLUVANNA,South
2164,VA,FRANKLIN,South
2165,VA,FREDERICK,South
2166,VA,FREDERICKSBURG CITY,South
2167,VA,GALAX CITY,South
2168,VA,GILES,South
2169,VA,GLOUCESTER,South
2170,VA,GOOCHLAND,South
2171,VA,GRAYSON,South
2172,VA,HALIFAX,South
2173,VA,HAMPTON CITY,South
2174,VA,HANOVER,South
2175,VA,HARRISONBURG CITY,South
2176,VA,HENRICO,South
2177,VA,HENRY,South
2178,VA,HOPEWELL CITY,South
2179,VA,ISLE OF WIGHT,South
2180,VA,JAMES CITY,South
2181,VA,KING AND QUEEN,South
2182,VA,KING WILLIAM,South
2183,VA,LANCASTER,South
2184,VA,LOUDOUN,South
2185,VA,LOUISA,South
2186,VA,LYNCHBURG CITY,South
2187,VA,MANASSAS CITY,South
2188,VA,MANASSAS PARK CITY,South
2189,VA,MONTGOMERY,South
2190,VA,NELSON,South
2191,VA,NEW KENT,South
2192,VA,NEWPORT NEWS CITY,South
2193,VA,NORFOLK CITY,South
2194,VA,NORTHAMPTON,South
2195,VA,NORTHUMBERLAND,South
2196,VA,ORANGE,South
2197,VA,PAGE,South
2198,VA,PATRICK,South
2199,VA,PETERSBURG CITY,South
2200,VA,PITTSYLVANIA,South
