geography_key,state,county,region
2201,VA,POQUOSON CITY,South
2202,VA,PORTSMOUTH CITY,South
2203,VA,POWHATAN,South
2204,VA,PRINCE EDWARD,South
2205,VA,PRINCE GEORGE,South
2206,VA,PRINCE WILLIAM,South
2207,VA,PULASKI,South
2208,VA,RICHMOND CITY,South
2209,VA,ROANOKE,South
2210,VA,ROANOKE CITY,South
2211,VA,ROCKBRIDGE,South
2212,VA,ROCKINGHAM,South
2213,VA,SALEM,South
2214,VA,SHENANDOAH,South
2215,VA,SPOTSYLVANIA,South
2216,VA,STAFFORD,South
2217,VA,STAUNTON CITY,South
2218,VA,SUFFOLK CITY,South
2219,VA,TAZEWELL,South
2220,VA,VIRGINIA BEACH CITY,South
2221,VA,WARREN,South
2222,VA,WASHINGTON,South
2223,VA,WAYNESBORO CITY,South
2224,VA,WESTMORELAND,South
2225,VA,WILLIAMSBURG CITY,South
2226,VA,WINCHESTER CITY,South
2227,VA,WYTHE,South
2228,VA,YORK,South
2229,VI,SAINT CROIX,Territory
2230,VI,SAINT JOHN,Territory
2231,VI,SAINT THOMAS,Territory
2232,VT,ADDISON,Northeast
2233,VT,BENNINGTON,Northeast
2234,VT,CALEDONIA,Northeast
2235,VT,CHITTENDEN,Northeast
2236,VT,FRANKLIN,Northeast
2237,VT,LAMOILLE,Northeast
2238,VT,ORANGE,Northeast
2239,VT,ORLEANS,Northeast
2240,VT,RUTLAND,Northeast
2241,VT,WASHINGTON,Northeast
2242,VT,WINDHAM,Northeast
2243,VT,WINDSOR,Northeast
2244,WA,ADAMS,West
2245,WA,BENTON,West
2246,WA,CHELAN,West
2247,WA,CLALLAM,West
2248,WA,CLARK,West
2249,WA,COLUMBIA,West
2250,WA,COWLITZ,West
2251,WA,DOUGLAS,West
2252,WA,FERRY,West
2253,WA,FRANKLIN,West
2254,WA,GRANT,West
2255,WA,GRAYS HARBOR,West
2256,WA,ISLAND,West
2257,WA,JEFFERSON,West
2258,WA,KING,West
2259,WA,KITSAP,West
2260,WA,KITTITAS,West
2261,WA,KLICKITAT,West
2262,WA,LEWIS,West
2263,WA,LINCOLN,West
2264,WA,MASON,West
2265,WA,OKANOGAN,West
2266,WA,PACIFIC,West
2267,WA,PEND OREILLE,West
2268,WA,PIERCE,West
2269,WA,SAN JUAN,West
2270,WA,SKAGIT,West
2271,WA,SKAMANIA,West
2272,WA,SNOHOMISH,West
2273,WA,SPOKANE,West
2274,WA,STEVENS,West
2275,WA,THURSTON,West
2276,WA,WALLA WALLA,West
2277,WA,WHATCOM,West
2278,WA,WHITMAN,West
2279,WA,YAKIMA,West
2280,WI,ADAMS,Midwest
2281,WI,ASHLAND,Midwest
2282,WI,BARRON,Midwest
2283,WI,BAYFIELD,Midwest
2284,WI,BROWN,Midwest
2285,WI,BUFFALO,Midwest
2286,WI,BURNETT,Midwest
2287,WI,CHIPPEWA,Midwest
2288,WI,CLARK,Midwest
2289,WI,COLUMBIA,Midwest
2290,WI,CRAWFORD,Midwest
2291,WI,DANE,Midwest
2292,WI,DODGE,Midwest
2293,WI,DOOR,Midwest
2294,WI,DOUGLAS,Midwest
2295,WI,DUNN,Midwest
2296,WI,EAU CLAIRE,Midwest
2297,WI,FOND DU LAC,Midwest
2298,WI,FOREST,Midwest
2299,WI,GRANT,Midwest
2300,WI,GREEN,Midwest
2301,WI,GREEN LAKE,Midwest
2302,WI,IOWA,Midwest
2303,WI,IRON,Midwest
2304,WI,JACKSON,Midwest
2305,WI,JEFFERSON,Midwest
2306,WI,JUNEAU,Midwest
2307,WI,KENOSHA,Midwest
2308,WI,KEWAUNEE,Midwest
2309,WI,LA CROSSE,Midwest
2310,WI,LANGLADE,Midwest
2311,WI,MANITOWOC,Midwest
2312,WI,MARATHON,Midwest
2313,WI,MARINETTE,Midwest
2314,WI,MARQUETTE,Midwest
2315,WI,MILWAUKEE,Midwest
2316,WI,MONROE,Midwest
2317,WI,OCONTO,Midwest
2318,WI,ONEIDA,Midwest
2319,WI,OUTAGAMIE,Midwest
2320,WI,OZAUKEE,Midwest
2321,WI,PEPIN,Midwest
2322,WI,PIERCE,Midwest
2323,WI,POLK,Midwest
2324,WI,PORTAGE,Midwest
2325,WI,PRICE,Midwest
2326,WI,RACINE,Midwest
2327,WI,RICHLAND,Midwest
2328,WI,ROCK,Midwest
2329,WI,SAINT CROIX,Midwest
2330,WI,SAUK,Midwest
2331,WI,SAWYER,Midwest
2332,WI,SHAWANO,Midwest
2333,WI,SHEBOYGAN,Midwest
2334,WI,TAYLOR,Midwest
2335,WI,TREMPEALEAU,Midwest
2336,WI,VERNON,Midwest
2337,WI,VILAS,Midwest
2338,WI,WALWORTH,Midwest
2339,WI,WASHBURN,Midwest
2340,WI,WASHINGTON,Midwest
2341,WI,WAUKESHA,Midwest
2342,WI,WAUPACA,Midwest
2343,WI,WAUSHARA,Midwest
2344,WI,WINNEBAGO,Midwest
2345,WI,WOOD,Midwest
2346,WV,BARBOUR,South
2347,WV,BERKELEY,South
2348,WV,BOONE,South
2349,WV,BRAXTON,South
2350,WV,BROOKE,South
2351,WV,CABELL,South
2352,WV,FAYETTE,South
2353,WV,GREENBRIER,South
2354,WV,HAMPSHIRE,South
2355,WV,HANCOCK,South
2356,WV,HARDY,South
2357,WV,HARRISON,South
2358,WV,JACKSON,South
2359,WV,JEFFERSON,South
2360,WV,KANAWHA,South
2361,WV,LEWIS,South
2362,WV,LINCOLN,South
2363,WV,LOGAN,South
2364,WV,MARION,South
2365,WV,MERCER,South
2366,WV,MINERAL,South
2367,WV,MINGO,South
2368,WV,MONONGALIA,South
2369,WV,MONROE,South
2370,WV,MORGAN,South
2371,WV,NICHOLAS,South
2372,WV,OHIO,South
2373,WV,PRESTON,South
2374,WV,PUTNAM,South
2375,WV,RALEIGH,South
2376,WV,RANDOLPH,South
2377,WV,RITCHIE,South
2378,WV,ROANE,South
2379,WV,SUMMERS,South
2380,WV,TAYLOR,South
2381,WV,UPSHUR,South
2382,WV,WAYNE,South
2383,WV,WETZEL,South
2384,WV,WOOD,South
2385,WV,WYOMING,South
2386,WY,ALBANY,West
2387,WY,BIG HORN,West
2388,WY,CAMPBELL,West
2389,WY,CARBON,West
2390,WY,CONVERSE,West
2391,WY,FREMONT,West
2392,WY,GOSHEN,West
2393,WY,HOT SPRINGS,West
2394,WY,LARAMIE,West
2395,WY,LINCOLN,West
2396,WY,NATRONA,West
2397,WY,PARK,West
2398,WY,SHERIDAN,West
2399,WY,SWEETWATER,West
2400,WY,TETON,West
2401,WY,UINTA,West
2402,WY,WASHAKIE,West
