lender_key,geography_key,date_key,reporting_period,approved_loan_count,approved_dollars,guaranty_dollars
1459,2284,20240930,2024-09-30,3,533000,424750.0
145,1161,20240930,2024-09-30,2,532700,405295.0
397,691,20240930,2024-09-30,3,532400,422170.0
558,108,20240930,2024-09-30,1,532000,399000.0
237,301,20240930,2024-09-30,1,532000,399000.0
1185,863,20240930,2024-09-30,7,531900,265950.0
163,1986,20240930,2024-09-30,5,531600,451860.0
1424,1323,20240930,2024-09-30,1,531500,398625.0
763,645,20240930,2024-09-30,1,531200,398400.0
163,316,20240930,2024-09-30,3,531000,428250.0
742,1385,20240930,2024-09-30,5,531000,265500.0
193,1830,20240930,2024-09-30,1,531000,398250.0
643,870,20240930,2024-09-30,1,531000,398250.0
1216,332,20240930,2024-09-30,2,531000,392000.0
1454,2165,20240930,2024-09-30,1,531000,398250.0
109,285,20240930,2024-09-30,3,530800,265400.0
1362,460,20240930,2024-09-30,3,530500,379625.0
200,1981,20240930,2024-09-30,4,530200,404970.0
1362,1929,20240930,2024-09-30,1,530200,397650.0
977,1948,20240930,2024-09-30,4,530000,365000.0
1295,1249,20240930,2024-09-30,2,530000,387500.0
1390,823,20240930,2024-09-30,2,530000,412500.0
109,247,20240930,2024-09-30,2,530000,335000.0
206,74,20240930,2024-09-30,2,530000,265000.0
510,820,20240930,2024-09-30,1,530000,397500.0
200,2097,20240930,2024-09-30,2,530000,397500.0
309,977,20240930,2024-09-30,2,530000,265000.0
209,314,20240930,2024-09-30,3,530000,406000.0
988,1966,20240930,2024-09-30,1,530000,397500.0
522,564,20240930,2024-09-30,1,530000,397500.0
742,880,20240930,2024-09-30,2,530000,265000.0
1386,697,20240930,2024-09-30,2,530000,391250.0
1033,2394,20240930,2024-09-30,2,530000,265000.0
1065,147,20240930,2024-09-30,2,530000,400500.0
226,2054,20240930,2024-09-30,3,529300,407495.0
1295,424,20240930,2024-09-30,1,529200,396900.0
1163,309,20240930,2024-09-30,3,529000,417150.0
1021,264,20240930,2024-09-30,1,529000,396750.0
1295,965,20240930,2024-09-30,8,529000,340750.0
1295,176,20240930,2024-09-30,2,529000,389250.0
1390,1905,20240930,2024-09-30,3,527800,417850.0
1258,1171,20240930,2024-09-30,1,527000,395250.0
1295,339,20240930,2024-09-30,4,527000,382750.0
754,1719,20240930,2024-09-30,3,526900,387675.0
235,1496,20240930,2024-09-30,2,526100,403055.0
988,1572,20240930,2024-09-30,1,526000,394500.0
1295,1251,20240930,2024-09-30,2,526000,383250.0
1348,1378,20240930,2024-09-30,5,526000,427100.0
942,1134,20240930,2024-09-30,1,526000,394500.0
1435,2004,20240930,2024-09-30,1,526000,394500.0
688,997,20240930,2024-09-30,2,525700,402525.0
1077,1888,20240930,2024-09-30,1,525600,394200.0
156,523,20240930,2024-09-30,2,525600,262800.0
1065,873,20240930,2024-09-30,2,525000,396250.0
540,2176,20240930,2024-09-30,1,525000,393750.0
742,2326,20240930,2024-09-30,2,525000,262500.0
156,172,20240930,2024-09-30,2,525000,262500.0
905,1381,20240930,2024-09-30,2,525000,393750.0
1065,1683,20240930,2024-09-30,2,525000,396250.0
905,1000,20240930,2024-09-30,1,525000,393750.0
905,1342,20240930,2024-09-30,2,525000,393750.0
1390,286,20240930,2024-09-30,3,525000,418750.0
905,959,20240930,2024-09-30,1,525000,393750.0
905,1502,20240930,2024-09-30,1,525000,393750.0
742,1266,20240930,2024-09-30,1,525000,393750.0
905,1242,20240930,2024-09-30,1,525000,393750.0
905,1490,20240930,2024-09-30,2,525000,387500.0
933,1529,20240930,2024-09-30,2,525000,387500.0
657,882,20240930,2024-09-30,1,525000,393750.0
846,1676,20240930,2024-09-30,2,525000,408750.0
1190,1349,20240930,2024-09-30,2,525000,262500.0
195,1439,20240930,2024-09-30,4,525000,411250.0
173,298,20240930,2024-09-30,2,525000,393750.0
434,261,20240930,2024-09-30,1,525000,393750.0
905,487,20240930,2024-09-30,1,525000,393750.0
1424,1977,20240930,2024-09-30,2,524900,393675.0
685,2285,20240930,2024-09-30,3,524500,262250.0
977,1716,20240930,2024-09-30,2,524100,388075.0
170,1685,20240930,2024-09-30,1,524000,393000.0
1065,1437,20240930,2024-09-30,2,524000,395400.0
59,353,20240930,2024-09-30,1,524000,393000.0
264,1984,20240930,2024-09-30,1,523800,392850.0
754,1547,20240930,2024-09-30,3,523700,261850.0
1021,287,20240930,2024-09-30,1,523500,392625.0
1089,1521,20240930,2024-09-30,1,523200,392400.0
1435,1249,20240930,2024-09-30,2,523000,386000.0
479,1929,20240930,2024-09-30,1,523000,392250.0
769,939,20240930,2024-09-30,1,522900,392175.0
181,541,20240930,2024-09-30,1,522100,391575.0
261,1488,20240930,2024-09-30,2,522000,366500.0
858,1371,20240930,2024-09-30,1,522000,391500.0
264,1646,20240930,2024-09-30,1,521900,391425.0
55,2326,20240930,2024-09-30,1,521100,390825.0
264,2125,20240930,2024-09-30,1,521000,390750.0
824,1981,20240930,2024-09-30,1,520500,390375.0
1065,73,20240930,2024-09-30,3,520500,311125.0
977,341,20240930,2024-09-30,4,520000,360000.0
209,1380,20240930,2024-09-30,2,520000,390000.0
479,1549,20240930,2024-09-30,1,520000,390000.0
830,853,20240930,2024-09-30,1,520000,390000.0
1339,1470,20240930,2024-09-30,3,520000,260000.0
873,1423,20240930,2024-09-30,2,520000,385000.0
486,1706,20240930,2024-09-30,1,520000,390000.0
1435,2024,20240930,2024-09-30,2,520000,387500.0
305,2258,20240930,2024-09-30,4,520000,442000.0
983,341,20240930,2024-09-30,1,520000,390000.0
857,1089,20240930,2024-09-30,2,520000,390000.0
657,1467,20240930,2024-09-30,1,519700,389775.0
865,1372,20240930,2024-09-30,1,519400,389550.0
163,177,20240930,2024-09-30,4,519300,441405.0
319,18,20240930,2024-09-30,1,519000,389250.0
818,1474,20240930,2024-09-30,4,519000,364000.0
1065,1209,20240930,2024-09-30,3,518500,396325.0
945,1120,20240930,2024-09-30,2,518500,388875.0
1065,128,20240930,2024-09-30,4,518100,398125.0
442,593,20240930,2024-09-30,1,518100,388575.0
1036,254,20240930,2024-09-30,1,518000,388500.0
163,278,20240930,2024-09-30,5,518000,440300.0
1295,2291,20240930,2024-09-30,2,518000,378500.0
308,1669,20240930,2024-09-30,1,517500,388125.0
1065,2128,20240930,2024-09-30,2,517000,389450.0
41,232,20240930,2024-09-30,1,516700,387525.0
109,1735,20240930,2024-09-30,1,516600,387450.0
359,866,20240930,2024-09-30,3,516400,414100.0
919,542,20240930,2024-09-30,3,516300,417225.0
1346,2011,20240930,2024-09-30,1,516000,387000.0
551,2048,20240930,2024-09-30,1,516000,387000.0
588,1496,20240930,2024-09-30,1,515000,386250.0
239,341,20240930,2024-09-30,1,515000,386250.0
767,298,20240930,2024-09-30,1,515000,386250.0
209,1385,20240930,2024-09-30,2,515000,386250.0
742,1936,20240930,2024-09-30,3,515000,257500.0
783,2097,20240930,2024-09-30,1,515000,386250.0
10,309,20240930,2024-09-30,1,515000,386250.0
200,252,20240930,2024-09-30,4,515000,416750.0
302,331,20240930,2024-09-30,1,515000,386250.0
205,163,20240930,2024-09-30,1,515000,386250.0
1362,2107,20240930,2024-09-30,3,515000,257500.0
919,73,20240930,2024-09-30,4,514800,412580.0
1072,280,20240930,2024-09-30,2,514500,292250.0
121,2184,20240930,2024-09-30,1,514000,385500.0
163,1386,20240930,2024-09-30,4,514000,436900.0
683,606,20240930,2024-09-30,3,514000,400500.0
540,1228,20240930,2024-09-30,1,514000,385500.0
547,409,20240930,2024-09-30,1,513900,385425.0
1153,1733,20240930,2024-09-30,3,513700,256850.0
1206,2291,20240930,2024-09-30,5,513600,356470.0
109,1379,20240930,2024-09-30,2,513100,256550.0
152,258,20240930,2024-09-30,1,513000,384750.0
1295,296,20240930,2024-09-30,4,513000,373500.0
1390,1374,20240930,2024-09-30,1,513000,384750.0
479,1230,20240930,2024-09-30,2,513000,384750.0
235,2095,20240930,2024-09-30,1,512500,384375.0
163,2220,20240930,2024-09-30,4,512300,435455.0
1295,1026,20240930,2024-09-30,4,512000,378200.0
1467,811,20240930,2024-09-30,2,512000,384000.0
919,1435,20240930,2024-09-30,8,511500,409775.0
1413,2235,20240930,2024-09-30,6,511200,255600.0
666,2043,20240930,2024-09-30,2,511000,390750.0
919,1004,20240930,2024-09-30,5,510600,409010.0
264,1719,20240930,2024-09-30,1,510400,382800.0
1362,785,20240930,2024-09-30,2,510100,376325.0
525,564,20240930,2024-09-30,2,510000,320000.0
520,1033,20240930,2024-09-30,1,510000,382500.0
584,158,20240930,2024-09-30,1,510000,382500.0
121,335,20240930,2024-09-30,1,510000,382500.0
1331,2054,20240930,2024-09-30,1,510000,382500.0
1409,1704,20240930,2024-09-30,1,510000,382500.0
1435,278,20240930,2024-09-30,3,510000,373750.0
905,482,20240930,2024-09-30,2,510000,382500.0
536,930,20240930,2024-09-30,1,510000,382500.0
834,253,20240930,2024-09-30,1,510000,382500.0
1163,868,20240930,2024-09-30,2,510000,382500.0
248,46,20240930,2024-09-30,1,510000,382500.0
209,863,20240930,2024-09-30,2,510000,382500.0
1116,306,20240930,2024-09-30,2,510000,382500.0
420,303,20240930,2024-09-30,1,510000,382500.0
383,498,20240930,2024-09-30,7,510000,263750.0
208,2128,20240930,2024-09-30,4,510000,328500.0
1318,667,20240930,2024-09-30,2,510000,345000.0
1295,650,20240930,2024-09-30,3,510000,358750.0
1036,1389,20240930,2024-09-30,1,510000,382500.0
1163,297,20240930,2024-09-30,2,510000,387600.0
1108,1478,20240930,2024-09-30,6,510000,255000.0
1200,2100,20240930,2024-09-30,1,510000,382500.0
671,1264,20240930,2024-09-30,1,510000,382500.0
795,446,20240930,2024-09-30,1,510000,382500.0
1166,71,20240930,2024-09-30,3,509500,347675.0
210,135,20240930,2024-09-30,1,509200,381900.0
74,1619,20240930,2024-09-30,2,509000,369250.0
483,1387,20240930,2024-09-30,1,509000,381750.0
462,1719,20240930,2024-09-30,1,509000,381750.0
106,290,20240930,2024-09-30,2,509000,338000.0
1021,363,20240930,2024-09-30,1,509000,381750.0
1362,1338,20240930,2024-09-30,19,508300,254150.0
1295,741,20240930,2024-09-30,5,508200,338650.0
74,1599,20240930,2024-09-30,1,508000,381000.0
522,2107,20240930,2024-09-30,2,508000,368500.0
285,2394,20240930,2024-09-30,1,508000,381000.0
1390,572,20240930,2024-09-30,2,508000,381000.0
197,1039,20240930,2024-09-30,1,508000,381000.0
1219,2236,20240930,2024-09-30,4,507700,253850.0
1362,2248,20240930,2024-09-30,9,507600,297900.0
783,1656,20240930,2024-09-30,2,507500,355625.0
416,1977,20240930,2024-09-30,1,507000,380250.0
163,1660,20240930,2024-09-30,4,506600,430610.0
305,1385,20240930,2024-09-30,4,506000,430100.0
1435,353,20240930,2024-09-30,3,506000,374500.0
462,290,20240930,2024-09-30,1,505500,379125.0
1435,2208,20240930,2024-09-30,2,505000,375000.0
1204,1080,20240930,2024-09-30,2,505000,252500.0
235,148,20240930,2024-09-30,4,505000,429250.0
209,1911,20240930,2024-09-30,1,505000,378750.0
621,122,20240930,2024-09-30,1,505000,378750.0
1435,1656,20240930,2024-09-30,2,505000,376250.0
782,666,20240930,2024-09-30,3,505000,372750.0
42,1088,20240930,2024-09-30,1,505000,378750.0
905,329,20240930,2024-09-30,3,505000,394250.0
905,1088,20240930,2024-09-30,3,505000,352500.0
1110,237,20240930,2024-09-30,2,505000,316250.0
1295,18,20240930,2024-09-30,2,505000,371250.0
219,1371,20240930,2024-09-30,2,505000,252500.0
274,2316,20240930,2024-09-30,2,504700,386085.0
919,203,20240930,2024-09-30,6,504500,403825.0
479,163,20240930,2024-09-30,3,504100,408075.0
170,1952,20240930,2024-09-30,2,504000,371750.0
51,1279,20240930,2024-09-30,1,504000,378000.0
163,1922,20240930,2024-09-30,2,504000,378000.0
1295,2206,20240930,2024-09-30,2,504000,353000.0
1254,1068,20240930,2024-09-30,2,504000,353000.0
285,865,20240930,2024-09-30,2,504000,378000.0
1084,108,20240930,2024-09-30,7,502000,251000.0
1198,1819,20240930,2024-09-30,2,501900,358925.0
853,559,20240930,2024-09-30,3,501600,391200.0
479,186,20240930,2024-09-30,3,501600,406200.0
754,1676,20240930,2024-09-30,3,501500,352000.0
552,236,20240930,2024-09-30,1,501400,376050.0
1435,181,20240930,2024-09-30,2,501000,372000.0
393,2315,20240930,2024-09-30,1,500500,375375.0
163,335,20240930,2024-09-30,5,500300,425255.0
109,2131,20240930,2024-09-30,1,500000,250000.0
209,2054,20240930,2024-09-30,1,500000,375000.0
264,1284,20240930,2024-09-30,1,500000,375000.0
468,122,20240930,2024-09-30,1,500000,250000.0
671,1195,20240930,2024-09-30,1,500000,375000.0
180,1045,20240930,2024-09-30,1,500000,375000.0
209,1249,20240930,2024-09-30,1,500000,375000.0
286,423,20240930,2024-09-30,1,500000,375000.0
286,1460,20240930,2024-09-30,1,500000,375000.0
664,290,20240930,2024-09-30,1,500000,375000.0
956,1641,20240930,2024-09-30,1,500000,250000.0
38,832,20240930,2024-09-30,1,500000,375000.0
522,487,20240930,2024-09-30,1,500000,250000.0
742,573,20240930,2024-09-30,1,500000,250000.0
905,413,20240930,2024-09-30,1,500000,375000.0
588,164,20240930,2024-09-30,1,500000,375000.0
742,1474,20240930,2024-09-30,1,500000,375000.0
950,541,20240930,2024-09-30,1,500000,375000.0
1441,961,20240930,2024-09-30,1,500000,375000.0
7,637,20240930,2024-09-30,1,500000,250000.0
286,437,20240930,2024-09-30,1,500000,375000.0
463,1489,20240930,2024-09-30,2,500000,390000.0
209,380,20240930,2024-09-30,1,500000,375000.0
795,1068,20240930,2024-09-30,1,500000,375000.0
858,1948,20240930,2024-09-30,1,500000,375000.0
979,293,20240930,2024-09-30,1,500000,250000.0
587,1488,20240930,2024-09-30,1,500000,250000.0
1163,1919,20240930,2024-09-30,1,500000,375000.0
1411,1704,20240930,2024-09-30,1,500000,375000.0
264,214,20240930,2024-09-30,1,500000,375000.0
754,2220,20240930,2024-09-30,1,500000,375000.0
905,1369,20240930,2024-09-30,1,500000,375000.0
1065,1843,20240930,2024-09-30,1,500000,375000.0
1417,2048,20240930,2024-09-30,1,500000,250000.0
742,292,20240930,2024-09-30,1,500000,250000.0
977,1496,20240930,2024-09-30,1,500000,375000.0
1373,1284,20240930,2024-09-30,1,500000,250000.0
511,596,20240930,2024-09-30,1,500000,250000.0
671,1936,20240930,2024-09-30,1,500000,375000.0
795,816,20240930,2024-09-30,1,500000,375000.0
821,2243,20240930,2024-09-30,1,500000,375000.0
853,541,20240930,2024-09-30,1,500000,375000.0
905,931,20240930,2024-09-30,1,500000,375000.0
905,1286,20240930,2024-09-30,1,500000,375000.0
1346,202,20240930,2024-09-30,1,500000,375000.0
666,857,20240930,2024-09-30,1,500000,375000.0
742,2220,20240930,2024-09-30,1,500000,375000.0
1021,1303,20240930,2024-09-30,1,500000,375000.0
1065,1419,20240930,2024-09-30,1,500000,375000.0
1357,1693,20240930,2024-09-30,1,500000,375000.0
286,1516,20240930,2024-09-30,1,500000,375000.0
479,1110,20240930,2024-09-30,1,500000,375000.0
479,1396,20240930,2024-09-30,2,500000,390000.0
784,19,20240930,2024-09-30,1,500000,375000.0
1173,1424,20240930,2024-09-30,1,500000,375000.0
142,85,20240930,2024-09-30,1,500000,375000.0
197,280,20240930,2024-09-30,1,500000,375000.0
525,593,20240930,2024-09-30,1,500000,375000.0
1424,1953,20240930,2024-09-30,1,500000,375000.0
1441,816,20240930,2024-09-30,1,500000,375000.0
197,1685,20240930,2024-09-30,1,500000,250000.0
767,261,20240930,2024-09-30,1,500000,375000.0
974,2083,20240930,2024-09-30,1,500000,375000.0
1139,2079,20240930,2024-09-30,1,500000,375000.0
1297,857,20240930,2024-09-30,1,500000,375000.0
121,168,20240930,2024-09-30,1,500000,375000.0
504,621,20240930,2024-09-30,1,500000,250000.0
737,243,20240930,2024-09-30,1,500000,375000.0
754,9,20240930,2024-09-30,1,500000,375000.0
905,87,20240930,2024-09-30,2,500000,375000.0
905,965,20240930,2024-09-30,1,500000,375000.0
1409,2270,20240930,2024-09-30,1,500000,375000.0
846,1706,20240930,2024-09-30,2,500000,350000.0
286,865,20240930,2024-09-30,1,500000,375000.0
1195,1276,20240930,2024-09-30,1,500000,375000.0
1454,1388,20240930,2024-09-30,3,500000,356250.0
905,835,20240930,2024-09-30,1,500000,375000.0
272,1813,20240930,2024-09-30,1,500000,250000.0
287,488,20240930,2024-09-30,1,500000,375000.0
905,859,20240930,2024-09-30,1,500000,375000.0
905,2328,20240930,2024-09-30,1,500000,375000.0
1458,545,20240930,2024-09-30,1,500000,250000.0
102,1221,20240930,2024-09-30,1,500000,375000.0
286,157,20240930,2024-09-30,1,500000,375000.0
384,977,20240930,2024-09-30,1,500000,250000.0
584,160,20240930,2024-09-30,1,500000,250000.0
694,859,20240930,2024-09-30,1,500000,250000.0
784,1986,20240930,2024-09-30,1,500000,375000.0
905,1405,20240930,2024-09-30,1,500000,375000.0
1065,1839,20240930,2024-09-30,1,500000,375000.0
588,163,20240930,2024-09-30,1,500000,375000.0
795,2275,20240930,2024-09-30,1,500000,375000.0
393,2097,20240930,2024-09-30,1,500000,375000.0
403,158,20240930,2024-09-30,1,500000,375000.0
510,47,20240930,2024-09-30,1,500000,375000.0
1312,1552,20240930,2024-09-30,1,500000,250000.0
101,541,20240930,2024-09-30,1,500000,250000.0
671,1257,20240930,2024-09-30,1,500000,375000.0
951,2220,20240930,2024-09-30,1,500000,375000.0
1237,240,20240930,2024-09-30,1,500000,375000.0
209,281,20240930,2024-09-30,1,500000,375000.0
209,2048,20240930,2024-09-30,2,500000,390000.0
309,1996,20240930,2024-09-30,1,500000,375000.0
354,1480,20240930,2024-09-30,1,500000,375000.0
584,1835,20240930,2024-09-30,1,500000,250000.0
905,1653,20240930,2024-09-30,1,500000,375000.0
988,2259,20240930,2024-09-30,1,500000,375000.0
1390,1249,20240930,2024-09-30,2,500000,390000.0
1199,1220,20240930,2024-09-30,1,500000,375000.0
209,2272,20240930,2024-09-30,2,500000,390000.0
264,1479,20240930,2024-09-30,1,500000,375000.0
601,2097,20240930,2024-09-30,1,500000,375000.0
671,1645,20240930,2024-09-30,1,500000,375000.0
905,10,20240930,2024-09-30,1,500000,375000.0
1163,2218,20240930,2024-09-30,1,500000,375000.0
1251,1081,20240930,2024-09-30,1,500000,375000.0
209,1540,20240930,2024-09-30,2,500000,390000.0
228,1467,20240930,2024-09-30,1,500000,375000.0
795,1283,20240930,2024-09-30,1,500000,375000.0
1065,1906,20240930,2024-09-30,1,500000,375000.0
1350,1300,20240930,2024-09-30,1,500000,375000.0
742,626,20240930,2024-09-30,1,500000,250000.0
830,2139,20240930,2024-09-30,1,500000,375000.0
901,1444,20240930,2024-09-30,1,500000,375000.0
92,204,20240930,2024-09-30,1,500000,375000.0
209,1986,20240930,2024-09-30,1,500000,375000.0
286,1378,20240930,2024-09-30,1,500000,375000.0
795,1580,20240930,2024-09-30,1,500000,375000.0
858,214,20240930,2024-09-30,1,500000,250000.0
96,1635,20240930,2024-09-30,1,500000,375000.0
725,977,20240930,2024-09-30,1,500000,250000.0
1251,1108,20240930,2024-09-30,1,500000,250000.0
209,829,20240930,2024-09-30,1,500000,375000.0
264,265,20240930,2024-09-30,1,500000,375000.0
272,261,20240930,2024-09-30,1,500000,250000.0
176,1259,20240930,2024-09-30,1,500000,375000.0
479,1373,20240930,2024-09-30,1,500000,375000.0
784,559,20240930,2024-09-30,1,500000,375000.0
795,1922,20240930,2024-09-30,1,500000,375000.0
1295,1071,20240930,2024-09-30,2,500000,362500.0
784,2055,20240930,2024-09-30,1,500000,375000.0
795,915,20240930,2024-09-30,1,500000,375000.0
1251,1086,20240930,2024-09-30,1,500000,375000.0
905,723,20240930,2024-09-30,2,500000,390000.0
956,1662,20240930,2024-09-30,1,500000,250000.0
1116,293,20240930,2024-09-30,1,500000,375000.0
286,292,20240930,2024-09-30,1,500000,375000.0
717,2267,20240930,2024-09-30,1,500000,250000.0
1441,1981,20240930,2024-09-30,1,500000,375000.0
209,1220,20240930,2024-09-30,1,500000,375000.0
286,1424,20240930,2024-09-30,1,500000,375000.0
289,1202,20240930,2024-09-30,1,500000,375000.0
481,1529,20240930,2024-09-30,1,500000,375000.0
988,261,20240930,2024-09-30,1,500000,115000.0
614,1378,20240930,2024-09-30,1,500000,375000.0
1284,1633,20240930,2024-09-30,1,500000,250000.0
122,1598,20240930,2024-09-30,1,500000,375000.0
286,2215,20240930,2024-09-30,1,500000,375000.0
795,1240,20240930,2024-09-30,1,500000,375000.0
1364,1107,20240930,2024-09-30,1,500000,375000.0
109,392,20240930,2024-09-30,1,500000,250000.0
795,2046,20240930,2024-09-30,1,500000,250000.0
209,233,20240930,2024-09-30,1,500000,375000.0
261,170,20240930,2024-09-30,1,500000,250000.0
742,1491,20240930,2024-09-30,1,500000,250000.0
1431,1396,20240930,2024-09-30,2,500000,250000.0
209,2090,20240930,2024-09-30,1,500000,375000.0
264,1303,20240930,2024-09-30,1,500000,375000.0
963,2250,20240930,2024-09-30,1,500000,375000.0
1065,1381,20240930,2024-09-30,1,500000,375000.0
308,2248,20240930,2024-09-30,1,500000,375000.0
1021,341,20240930,2024-09-30,2,500000,337500.0
92,158,20240930,2024-09-30,1,500000,375000.0
264,331,20240930,2024-09-30,1,500000,375000.0
286,1566,20240930,2024-09-30,1,500000,375000.0
582,1440,20240930,2024-09-30,1,500000,375000.0
1339,1714,20240930,2024-09-30,2,500000,375000.0
209,279,20240930,2024-09-30,1,500000,375000.0
491,1709,20240930,2024-09-30,1,500000,250000.0
264,697,20240930,2024-09-30,1,500000,375000.0
305,1033,20240930,2024-09-30,1,500000,375000.0
723,1977,20240930,2024-09-30,1,500000,375000.0
795,1063,20240930,2024-09-30,1,500000,375000.0
857,303,20240930,2024-09-30,1,500000,375000.0
931,1986,20240930,2024-09-30,1,500000,450000.0
1110,246,20240930,2024-09-30,1,500000,250000.0
209,1387,20240930,2024-09-30,1,500000,375000.0
664,2021,20240930,2024-09-30,1,500000,375000.0
742,129,20240930,2024-09-30,1,500000,375000.0
109,2011,20240930,2024-09-30,1,500000,250000.0
197,233,20240930,2024-09-30,1,500000,375000.0
353,265,20240930,2024-09-30,1,500000,375000.0
742,1714,20240930,2024-09-30,1,500000,250000.0
784,572,20240930,2024-09-30,1,500000,375000.0
1078,308,20240930,2024-09-30,1,500000,250000.0
919,503,20240930,2024-09-30,1,500000,375000.0
1137,163,20240930,2024-09-30,1,500000,375000.0
121,2315,20240930,2024-09-30,1,500000,375000.0
156,177,20240930,2024-09-30,1,500000,375000.0
491,1572,20240930,2024-09-30,1,500000,375000.0
673,1068,20240930,2024-09-30,3,500000,250000.0
784,1970,20240930,2024-09-30,1,500000,375000.0
1163,2030,20240930,2024-09-30,1,500000,375000.0
1411,1935,20240930,2024-09-30,1,500000,375000.0
1065,1094,20240930,2024-09-30,1,500000,375000.0
286,146,20240930,2024-09-30,1,500000,375000.0
286,1927,20240930,2024-09-30,1,500000,375000.0
905,1925,20240930,2024-09-30,1,500000,375000.0
919,1591,20240930,2024-09-30,1,500000,375000.0
1337,564,20240930,2024-09-30,1,500000,375000.0
653,1071,20240930,2024-09-30,1,500000,250000.0
1237,1511,20240930,2024-09-30,1,500000,250000.0
264,1279,20240930,2024-09-30,1,500000,375000.0
328,1421,20240930,2024-09-30,1,500000,250000.0
657,1424,20240930,2024-09-30,1,500000,375000.0
324,329,20240930,2024-09-30,1,500000,375000.0
799,370,20240930,2024-09-30,1,500000,375000.0
784,1523,20240930,2024-09-30,1,500000,375000.0
1065,1468,20240930,2024-09-30,1,500000,375000.0
1065,1936,20240930,2024-09-30,1,500000,375000.0
102,160,20240930,2024-09-30,1,500000,375000.0
784,1463,20240930,2024-09-30,1,500000,375000.0
1065,124,20240930,2024-09-30,1,500000,375000.0
1455,784,20240930,2024-09-30,1,500000,375000.0
919,229,20240930,2024-09-30,1,500000,375000.0
1366,2001,20240930,2024-09-30,1,500000,375000.0
1424,2029,20240930,2024-09-30,1,500000,375000.0
795,1367,20240930,2024-09-30,1,500000,375000.0
905,1371,20240930,2024-09-30,1,500000,375000.0
1034,191,20240930,2024-09-30,1,500000,375000.0
1065,2160,20240930,2024-09-30,1,500000,375000.0
795,763,20240930,2024-09-30,1,500000,375000.0
1462,1385,20240930,2024-09-30,1,500000,375000.0
208,157,20240930,2024-09-30,1,500000,375000.0
905,1392,20240930,2024-09-30,3,500000,337500.0
1030,2006,20240930,2024-09-30,1,500000,375000.0
109,1230,20240930,2024-09-30,2,500000,250000.0
209,296,20240930,2024-09-30,1,500000,375000.0
109,868,20240930,2024-09-30,1,500000,250000.0
239,252,20240930,2024-09-30,1,500000,375000.0
742,857,20240930,2024-09-30,1,500000,250000.0
795,1876,20240930,2024-09-30,1,500000,375000.0
784,1199,20240930,2024-09-30,1,500000,375000.0
94,1235,20240930,2024-09-30,1,500000,250000.0
977,1435,20240930,2024-09-30,1,500000,250000.0
4,355,20240930,2024-09-30,1,500000,375000.0
94,1935,20240930,2024-09-30,1,500000,250000.0
434,1072,20240930,2024-09-30,1,500000,375000.0
641,341,20240930,2024-09-30,1,500000,375000.0
1065,770,20240930,2024-09-30,1,500000,375000.0
264,1598,20240930,2024-09-30,1,500000,375000.0
264,2258,20240930,2024-09-30,1,500000,375000.0
630,1665,20240930,2024-09-30,1,500000,375000.0
662,697,20240930,2024-09-30,1,500000,375000.0
784,912,20240930,2024-09-30,1,500000,375000.0
795,212,20240930,2024-09-30,1,500000,375000.0
1241,2105,20240930,2024-09-30,1,500000,250000.0
167,999,20240930,2024-09-30,1,500000,375000.0
209,1221,20240930,2024-09-30,1,500000,375000.0
1104,2184,20240930,2024-09-30,1,500000,250000.0
228,275,20240930,2024-09-30,1,500000,250000.0
328,1977,20240930,2024-09-30,1,500000,375000.0
919,857,20240930,2024-09-30,4,500000,400000.0
919,1695,20240930,2024-09-30,1,500000,375000.0
1065,1522,20240930,2024-09-30,1,500000,375000.0
479,2341,20240930,2024-09-30,1,500000,375000.0
963,1656,20240930,2024-09-30,1,500000,375000.0
1065,1164,20240930,2024-09-30,1,500000,375000.0
1100,657,20240930,2024-09-30,1,500000,250000.0
1274,1349,20240930,2024-09-30,1,500000,375000.0
742,287,20240930,2024-09-30,1,500000,250000.0
1027,2058,20240930,2024-09-30,2,500000,250000.0
1224,1984,20240930,2024-09-30,1,500000,250000.0
1441,122,20240930,2024-09-30,1,500000,375000.0
393,290,20240930,2024-09-30,1,500000,375000.0
468,2307,20240930,2024-09-30,1,500000,375000.0
784,587,20240930,2024-09-30,1,500000,375000.0
16,700,20240930,2024-09-30,1,500000,250000.0
197,168,20240930,2024-09-30,1,500000,375000.0
197,2386,20240930,2024-09-30,1,500000,375000.0
209,1288,20240930,2024-09-30,1,500000,375000.0
264,2180,20240930,2024-09-30,1,500000,375000.0
791,637,20240930,2024-09-30,1,500000,375000.0
420,1110,20240930,2024-09-30,1,500000,375000.0
536,974,20240930,2024-09-30,1,500000,375000.0
807,330,20240930,2024-09-30,1,500000,375000.0
905,2196,20240930,2024-09-30,1,500000,375000.0
209,192,20240930,2024-09-30,1,500000,375000.0
264,1398,20240930,2024-09-30,1,500000,375000.0
448,157,20240930,2024-09-30,1,500000,375000.0
1010,1672,20240930,2024-09-30,1,500000,250000.0
1163,329,20240930,2024-09-30,1,500000,375000.0
795,169,20240930,2024-09-30,1,500000,375000.0
102,1922,20240930,2024-09-30,1,500000,375000.0
545,1629,20240930,2024-09-30,1,500000,375000.0
1065,2270,20240930,2024-09-30,1,500000,375000.0
1163,1844,20240930,2024-09-30,1,500000,375000.0
1180,2328,20240930,2024-09-30,1,500000,250000.0
1417,163,20240930,2024-09-30,1,500000,375000.0
