lender_key,geography_key,date_key,reporting_period,approved_loan_count,approved_dollars,guaranty_dollars
1295,976,20240930,2024-09-30,9,3772000,2754000.0
1065,1579,20240930,2024-09-30,1,3770000,2827500.0
121,2053,20240930,2024-09-30,1,3770000,2827500.0
754,1526,20240930,2024-09-30,4,3766900,2808450.0
992,2375,20240930,2024-09-30,1,3765000,2823750.0
525,2079,20240930,2024-09-30,2,3765000,2823750.0
163,308,20240930,2024-09-30,18,3764900,3138665.0
1295,157,20240930,2024-09-30,18,3763800,2719100.0
1295,268,20240930,2024-09-30,14,3763500,2747625.0
235,567,20240930,2024-09-30,1,3757000,2817750.0
115,303,20240930,2024-09-30,3,3755000,2816250.0
1065,1647,20240930,2024-09-30,3,3751000,2820250.0
834,873,20240930,2024-09-30,2,3750000,2750000.0
905,1981,20240930,2024-09-30,13,3750000,2842500.0
898,1460,20240930,2024-09-30,3,3750000,2812500.0
475,492,20240930,2024-09-30,1,3750000,2812500.0
838,367,20240930,2024-09-30,1,3748000,2811000.0
319,300,20240930,2024-09-30,1,3742000,2806500.0
472,1278,20240930,2024-09-30,5,3738500,2716375.0
1364,697,20240930,2024-09-30,5,3738500,2803875.0
1216,361,20240930,2024-09-30,3,3735000,2726250.0
523,2273,20240930,2024-09-30,8,3734200,2825180.0
1362,545,20240930,2024-09-30,15,3730900,2676675.0
380,1676,20240930,2024-09-30,3,3730800,2673100.0
1295,1898,20240930,2024-09-30,10,3730400,2767800.0
873,492,20240930,2024-09-30,8,3727300,2776205.0
239,1243,20240930,2024-09-30,1,3727000,2795250.0
1295,1416,20240930,2024-09-30,4,3726300,2759725.0
235,1430,20240930,2024-09-30,1,3726000,2794500.0
666,612,20240930,2024-09-30,1,3726000,2794500.0
963,1424,20240930,2024-09-30,2,3725000,2793750.0
795,363,20240930,2024-09-30,1,3725000,2793750.0
1264,970,20240930,2024-09-30,1,3725000,2793750.0
109,1380,20240930,2024-09-30,2,3725000,2668750.0
1362,783,20240930,2024-09-30,2,3722500,2791875.0
170,214,20240930,2024-09-30,1,3716000,2787000.0
1216,269,20240930,2024-09-30,2,3715900,2786925.0
235,2097,20240930,2024-09-30,3,3714500,2808375.0
860,2319,20240930,2024-09-30,1,3714000,2785500.0
725,978,20240930,2024-09-30,3,3712300,2771725.0
102,2341,20240930,2024-09-30,5,3711400,2783550.0
905,1396,20240930,2024-09-30,7,3711000,2806750.0
316,1477,20240930,2024-09-30,1,3710000,2782500.0
856,300,20240930,2024-09-30,2,3705000,2778750.0
760,917,20240930,2024-09-30,1,3705000,2778750.0
1424,1199,20240930,2024-09-30,2,3702000,2776500.0
274,2287,20240930,2024-09-30,4,3701500,2769875.0
1295,261,20240930,2024-09-30,17,3700200,2693900.0
1065,324,20240930,2024-09-30,1,3700000,2775000.0
1065,1670,20240930,2024-09-30,2,3700000,2775000.0
594,859,20240930,2024-09-30,1,3698700,2774025.0
1295,1502,20240930,2024-09-30,40,3696000,2331325.0
202,1086,20240930,2024-09-30,5,3692300,2719225.0
584,2166,20240930,2024-09-30,1,3692000,2769000.0
905,1383,20240930,2024-09-30,8,3691000,2795750.0
309,1968,20240930,2024-09-30,9,3687000,2410800.0
1386,2268,20240930,2024-09-30,2,3685000,2763750.0
683,666,20240930,2024-09-30,17,3683800,2767450.0
1295,1398,20240930,2024-09-30,9,3683500,2687625.0
657,316,20240930,2024-09-30,1,3680000,2760000.0
818,868,20240930,2024-09-30,42,3675700,2332250.0
197,199,20240930,2024-09-30,3,3675000,2756250.0
1366,2099,20240930,2024-09-30,1,3674000,2755500.0
102,1811,20240930,2024-09-30,1,3673000,2754750.0
618,1843,20240930,2024-09-30,2,3672000,2754000.0
723,2079,20240930,2024-09-30,1,3672000,2754000.0
1219,1439,20240930,2024-09-30,44,3671300,2080025.0
951,290,20240930,2024-09-30,2,3671300,2690975.0
1322,598,20240930,2024-09-30,6,3669200,2751900.0
1027,2006,20240930,2024-09-30,2,3666700,2726775.0
1407,300,20240930,2024-09-30,2,3662600,2746950.0
795,2093,20240930,2024-09-30,2,3660000,2745000.0
834,1714,20240930,2024-09-30,10,3660000,2532500.0
520,1941,20240930,2024-09-30,2,3660000,2745000.0
163,1378,20240930,2024-09-30,27,3655700,3107345.0
1362,2092,20240930,2024-09-30,1,3655000,2741250.0
671,2272,20240930,2024-09-30,1,3655000,2741250.0
1435,880,20240930,2024-09-30,3,3654100,2689103.0
460,1703,20240930,2024-09-30,10,3653500,2711625.0
1435,559,20240930,2024-09-30,1,3651600,2738700.0
522,1672,20240930,2024-09-30,1,3651000,2738250.0
665,1981,20240930,2024-09-30,1,3650000,2737500.0
671,199,20240930,2024-09-30,3,3649700,2737275.0
1295,1385,20240930,2024-09-30,10,3649000,2618000.0
744,2158,20240930,2024-09-30,6,3648000,2736000.0
1065,1654,20240930,2024-09-30,1,3645500,2734125.0
618,2305,20240930,2024-09-30,2,3645000,2733750.0
952,541,20240930,2024-09-30,6,3642000,2394000.0
618,146,20240930,2024-09-30,1,3640000,2730000.0
170,1692,20240930,2024-09-30,6,3640000,2692500.0
618,334,20240930,2024-09-30,1,3637000,2727750.0
958,298,20240930,2024-09-30,4,3636500,2727375.0
1424,2004,20240930,2024-09-30,2,3635000,2726250.0
905,697,20240930,2024-09-30,9,3630800,2700600.0
795,826,20240930,2024-09-30,3,3630000,2722500.0
235,1619,20240930,2024-09-30,2,3630000,2737000.0
690,959,20240930,2024-09-30,1,3630000,2722500.0
1295,1674,20240930,2024-09-30,32,3629500,2324915.0
567,1977,20240930,2024-09-30,2,3628000,2721000.0
95,1542,20240930,2024-09-30,1,3626000,2719500.0
235,117,20240930,2024-09-30,1,3625000,2718750.0
92,135,20240930,2024-09-30,2,3624600,2718450.0
554,1026,20240930,2024-09-30,2,3623700,2717775.0
1077,414,20240930,2024-09-30,1,3620000,2715000.0
1295,198,20240930,2024-09-30,2,3618500,2588875.0
951,1040,20240930,2024-09-30,3,3617300,2587975.0
224,868,20240930,2024-09-30,4,3615000,2673750.0
95,2079,20240930,2024-09-30,1,3613000,2709750.0
1065,154,20240930,2024-09-30,2,3612500,2709375.0
305,146,20240930,2024-09-30,26,3611800,3035030.0
1362,1898,20240930,2024-09-30,2,3611500,2708625.0
1362,155,20240930,2024-09-30,6,3611400,2659550.0
1173,697,20240930,2024-09-30,1,3610000,2707500.0
795,1383,20240930,2024-09-30,4,3610000,2582500.0
1390,1981,20240930,2024-09-30,10,3609000,2811750.0
491,1451,20240930,2024-09-30,1,3608000,2706000.0
671,138,20240930,2024-09-30,1,3608000,2706000.0
795,229,20240930,2024-09-30,3,3605000,2653750.0
742,1669,20240930,2024-09-30,8,3605000,2346250.0
1295,1378,20240930,2024-09-30,10,3604800,2651100.0
905,883,20240930,2024-09-30,12,3604000,2770500.0
1312,353,20240930,2024-09-30,2,3603500,2577625.0
95,1660,20240930,2024-09-30,2,3602000,2701500.0
362,1349,20240930,2024-09-30,9,3601800,2288600.0
1325,1523,20240930,2024-09-30,2,3600000,2700000.0
34,1970,20240930,2024-09-30,1,3600000,2700000.0
618,1522,20240930,2024-09-30,1,3600000,2700000.0
988,302,20240930,2024-09-30,1,3600000,2700000.0
963,211,20240930,2024-09-30,1,3600000,2700000.0
664,258,20240930,2024-09-30,6,3598500,2698875.0
1217,541,20240930,2024-09-30,1,3597000,2697750.0
102,1573,20240930,2024-09-30,1,3595000,2696250.0
795,1160,20240930,2024-09-30,1,3592000,2694000.0
180,1024,20240930,2024-09-30,1,3588600,2691450.0
163,1948,20240930,2024-09-30,26,3587000,3048950.0
666,1388,20240930,2024-09-30,3,3586500,2689875.0
1362,2125,20240930,2024-09-30,20,3584900,2398575.0
1295,559,20240930,2024-09-30,22,3584200,2530400.0
742,1981,20240930,2024-09-30,14,3583900,2069775.0
420,157,20240930,2024-09-30,2,3581200,2685900.0
754,1669,20240930,2024-09-30,10,3575000,2546685.0
1357,564,20240930,2024-09-30,2,3575000,2681250.0
264,355,20240930,2024-09-30,5,3574200,2680650.0
1390,978,20240930,2024-09-30,4,3574000,2690500.0
1072,387,20240930,2024-09-30,1,3571300,2678475.0
1466,157,20240930,2024-09-30,7,3569700,2690505.0
795,794,20240930,2024-09-30,2,3568000,2676000.0
1065,1349,20240930,2024-09-30,3,3565000,2680250.0
1295,1705,20240930,2024-09-30,25,3563900,2368655.0
857,198,20240930,2024-09-30,2,3562000,2938650.0
156,146,20240930,2024-09-30,5,3560000,2395000.0
1163,1832,20240930,2024-09-30,5,3559000,2679250.0
1221,930,20240930,2024-09-30,2,3557000,2667750.0
630,1642,20240930,2024-09-30,1,3557000,2667750.0
991,1390,20240930,2024-09-30,4,3556500,2667375.0
1065,2277,20240930,2024-09-30,3,3555000,2674250.0
163,160,20240930,2024-09-30,27,3549600,2992160.0
643,1488,20240930,2024-09-30,2,3548400,2661300.0
795,361,20240930,2024-09-30,4,3545000,2583750.0
666,2004,20240930,2024-09-30,2,3543000,2657250.0
393,1264,20240930,2024-09-30,1,3542000,2656500.0
1065,2016,20240930,2024-09-30,2,3535000,2654750.0
522,1472,20240930,2024-09-30,2,3530000,2522500.0
830,666,20240930,2024-09-30,1,3529700,2647275.0
316,2245,20240930,2024-09-30,1,3526000,2644500.0
128,1121,20240930,2024-09-30,4,3525000,2593750.0
795,1261,20240930,2024-09-30,3,3525000,2606250.0
235,1471,20240930,2024-09-30,1,3521000,2640750.0
208,2105,20240930,2024-09-30,7,3520000,2544000.0
1409,1404,20240930,2024-09-30,1,3515000,2636250.0
1065,309,20240930,2024-09-30,13,3512500,2670975.0
163,161,20240930,2024-09-30,16,3510500,2779575.0
991,1380,20240930,2024-09-30,4,3510000,2632500.0
78,541,20240930,2024-09-30,4,3509000,2631750.0
702,169,20240930,2024-09-30,1,3508000,2631000.0
1295,572,20240930,2024-09-30,28,3507300,2471975.0
795,1832,20240930,2024-09-30,4,3507000,2555250.0
1362,1371,20240930,2024-09-30,1,3503900,2627925.0
1390,122,20240930,2024-09-30,13,3503500,2759625.0
197,73,20240930,2024-09-30,1,3500000,2625000.0
799,400,20240930,2024-09-30,1,3500000,2625000.0
905,287,20240930,2024-09-30,4,3500000,2640000.0
665,1467,20240930,2024-09-30,1,3500000,2625000.0
116,2347,20240930,2024-09-30,1,3500000,2625000.0
632,2125,20240930,2024-09-30,1,3500000,2625000.0
597,1466,20240930,2024-09-30,1,3500000,2275000.0
463,1380,20240930,2024-09-30,1,3500000,3150000.0
293,302,20240930,2024-09-30,1,3500000,2625000.0
873,1209,20240930,2024-09-30,2,3498100,2611075.0
78,1004,20240930,2024-09-30,5,3497000,2572750.0
754,672,20240930,2024-09-30,1,3495000,2621250.0
1467,816,20240930,2024-09-30,4,3495000,2621250.0
109,158,20240930,2024-09-30,4,3494300,2506975.0
1295,1680,20240930,2024-09-30,34,3492400,2258700.0
865,1714,20240930,2024-09-30,1,3491300,2618475.0
857,211,20240930,2024-09-30,2,3491000,2618250.0
78,2341,20240930,2024-09-30,7,3490800,2489250.0
1200,1063,20240930,2024-09-30,1,3490000,2617500.0
380,865,20240930,2024-09-30,3,3490000,2523750.0
319,293,20240930,2024-09-30,2,3489000,2616750.0
95,1641,20240930,2024-09-30,3,3489000,2616750.0
522,2125,20240930,2024-09-30,2,3488000,2578500.0
834,1387,20240930,2024-09-30,2,3488000,2553500.0
36,123,20240930,2024-09-30,1,3487000,2615250.0
1116,1496,20240930,2024-09-30,1,3487000,2615250.0
754,640,20240930,2024-09-30,8,3485300,2352725.0
235,1888,20240930,2024-09-30,4,3485000,2639250.0
849,2006,20240930,2024-09-30,3,3482000,2611500.0
420,293,20240930,2024-09-30,2,3481500,2611125.0
197,616,20240930,2024-09-30,3,3480000,2485000.0
671,1460,20240930,2024-09-30,2,3475200,2606400.0
1109,1648,20240930,2024-09-30,2,3473900,2480425.0
522,2183,20240930,2024-09-30,2,3473000,2517250.0
400,1473,20240930,2024-09-30,8,3471800,2374400.0
1362,1869,20240930,2024-09-30,5,3470600,2560700.0
795,231,20240930,2024-09-30,4,3470000,2515000.0
671,1435,20240930,2024-09-30,2,3467600,2600700.0
477,160,20240930,2024-09-30,2,3465900,2599425.0
796,300,20240930,2024-09-30,2,3465500,2599125.0
988,842,20240930,2024-09-30,1,3465000,2598750.0
1219,1369,20240930,2024-09-30,8,3462000,2491500.0
945,1092,20240930,2024-09-30,1,3460700,2595525.0
163,1981,20240930,2024-09-30,9,3457500,2683125.0
1448,2273,20240930,2024-09-30,1,3454000,2590500.0
1295,2128,20240930,2024-09-30,6,3451500,2491125.0
947,261,20240930,2024-09-30,2,3450900,3030675.0
988,290,20240930,2024-09-30,1,3450000,2587500.0
795,155,20240930,2024-09-30,3,3450000,2587500.0
1065,839,20240930,2024-09-30,1,3450000,2587500.0
1029,1917,20240930,2024-09-30,1,3450000,2587500.0
1220,361,20240930,2024-09-30,2,3449000,2586750.0
1409,296,20240930,2024-09-30,1,3448000,2586000.0
721,165,20240930,2024-09-30,2,3444000,2583000.0
865,831,20240930,2024-09-30,1,3443000,2582250.0
264,298,20240930,2024-09-30,3,3440700,2595275.0
1163,2006,20240930,2024-09-30,11,3440000,2610000.0
795,1869,20240930,2024-09-30,1,3438000,2578500.0
445,1004,20240930,2024-09-30,6,3437400,2353050.0
721,280,20240930,2024-09-30,1,3435000,2576250.0
742,1523,20240930,2024-09-30,15,3431000,1715500.0
795,1513,20240930,2024-09-30,2,3430000,2547500.0
795,2319,20240930,2024-09-30,1,3430000,2572500.0
721,199,20240930,2024-09-30,5,3430000,2547500.0
235,186,20240930,2024-09-30,4,3429000,2601750.0
818,857,20240930,2024-09-30,34,3427500,2010075.0
1219,883,20240930,2024-09-30,32,3427000,1713500.0
1321,970,20240930,2024-09-30,7,3420700,2510525.0
393,2093,20240930,2024-09-30,2,3420300,2565225.0
664,55,20240930,2024-09-30,4,3418000,2569500.0
218,861,20240930,2024-09-30,22,3415500,2126100.0
462,256,20240930,2024-09-30,1,3415000,2561250.0
1065,968,20240930,2024-09-30,3,3413500,2567575.0
239,572,20240930,2024-09-30,4,3413000,2559750.0
1397,1716,20240930,2024-09-30,2,3413000,2559750.0
1357,286,20240930,2024-09-30,1,3413000,2559750.0
1219,302,20240930,2024-09-30,17,3413000,2318500.0
1295,265,20240930,2024-09-30,11,3412700,2484525.0
1466,2124,20240930,2024-09-30,6,3411200,2554650.0
643,355,20240930,2024-09-30,1,3410000,2557500.0
724,2059,20240930,2024-09-30,2,3410000,682000.0
506,503,20240930,2024-09-30,1,3405000,2553750.0
618,935,20240930,2024-09-30,1,3404000,2553000.0
749,892,20240930,2024-09-30,5,3400000,2483875.0
1139,637,20240930,2024-09-30,1,3400000,2550000.0
1346,314,20240930,2024-09-30,2,3400000,2550000.0
1065,2059,20240930,2024-09-30,1,3400000,2550000.0
434,1641,20240930,2024-09-30,1,3400000,2550000.0
849,1948,20240930,2024-09-30,1,3400000,2550000.0
1182,1118,20240930,2024-09-30,2,3399100,2549325.0
95,146,20240930,2024-09-30,1,3398000,2548500.0
462,1545,20240930,2024-09-30,1,3398000,2548500.0
988,541,20240930,2024-09-30,2,3395000,2546250.0
209,122,20240930,2024-09-30,10,3395000,2559250.0
209,2083,20240930,2024-09-30,9,3392700,2552525.0
818,879,20240930,2024-09-30,33,3392000,2240755.0
178,1128,20240930,2024-09-30,7,3391500,2482000.0
905,201,20240930,2024-09-30,9,3390000,2556250.0
121,188,20240930,2024-09-30,4,3390000,2542500.0
666,1389,20240930,2024-09-30,3,3389000,2541750.0
799,320,20240930,2024-09-30,2,3387700,2540775.0
1000,1299,20240930,2024-09-30,1,3385600,2539200.0
766,847,20240930,2024-09-30,1,3385000,2538750.0
905,2248,20240930,2024-09-30,7,3383000,2552250.0
742,2118,20240930,2024-09-30,9,3380600,2053700.0
795,246,20240930,2024-09-30,2,3380000,2548000.0
479,1719,20240930,2024-09-30,2,3380000,2550000.0
1269,594,20240930,2024-09-30,2,3380000,2510000.0
1254,1061,20240930,2024-09-30,22,3378800,2671800.0
919,1467,20240930,2024-09-30,27,3377200,2695620.0
795,2131,20240930,2024-09-30,3,3375000,2461750.0
905,877,20240930,2024-09-30,4,3375000,2546250.0
1020,168,20240930,2024-09-30,1,3375000,2531250.0
1065,1992,20240930,2024-09-30,13,3374100,2569525.0
316,1968,20240930,2024-09-30,2,3372000,2529000.0
479,265,20240930,2024-09-30,1,3370000,2527500.0
754,242,20240930,2024-09-30,4,3370000,2385000.0
1390,125,20240930,2024-09-30,8,3365500,2566125.0
209,541,20240930,2024-09-30,11,3365000,2546750.0
905,1634,20240930,2024-09-30,7,3365000,2507500.0
1295,217,20240930,2024-09-30,3,3364000,2510500.0
951,564,20240930,2024-09-30,6,3363900,2491675.0
14,146,20240930,2024-09-30,12,3363100,2522325.0
818,870,20240930,2024-09-30,37,3361100,2099905.0
795,1669,20240930,2024-09-30,5,3360000,2420000.0
420,2268,20240930,2024-09-30,5,3358000,2518500.0
589,1451,20240930,2024-09-30,16,3355000,2102500.0
209,280,20240930,2024-09-30,7,3355000,2526250.0
434,161,20240930,2024-09-30,2,3355000,2516250.0
156,1669,20240930,2024-09-30,13,3351500,2133250.0
477,623,20240930,2024-09-30,1,3350000,2512500.0
197,997,20240930,2024-09-30,4,3350000,2462500.0
202,122,20240930,2024-09-30,4,3349000,2374250.0
864,128,20240930,2024-09-30,1,3348700,2511525.0
522,1278,20240930,2024-09-30,1,3347000,2510250.0
235,1529,20240930,2024-09-30,3,3347000,2535250.0
564,949,20240930,2024-09-30,1,3346900,2510175.0
1435,107,20240930,2024-09-30,2,3345600,2484200.0
755,170,20240930,2024-09-30,3,3344200,2508150.0
1295,1552,20240930,2024-09-30,19,3342600,2442950.0
857,1056,20240930,2024-09-30,1,3342000,2506500.0
1065,869,20240930,2024-09-30,8,3341000,2515750.0
933,1710,20240930,2024-09-30,9,3340900,2351925.0
512,158,20240930,2024-09-30,1,3340700,2505525.0
824,125,20240930,2024-09-30,4,3340300,2505225.0
109,1378,20240930,2024-09-30,6,3337300,2190475.0
1401,1674,20240930,2024-09-30,3,3335000,2401250.0
522,869,20240930,2024-09-30,2,3333000,2456000.0
951,978,20240930,2024-09-30,2,3332100,2499075.0
209,330,20240930,2024-09-30,1,3329000,2496750.0
977,640,20240930,2024-09-30,9,3328000,2386000.0
1411,424,20240930,2024-09-30,2,3326400,2469800.0
685,996,20240930,2024-09-30,1,3326000,2494500.0
472,167,20240930,2024-09-30,1,3324000,2493000.0
1109,2258,20240930,2024-09-30,4,3324000,2243000.0
209,385,20240930,2024-09-30,1,3321000,2490750.0
587,1679,20240930,2024-09-30,5,3320000,2377500.0
1431,861,20240930,2024-09-30,8,3316200,2123400.0
1163,2176,20240930,2024-09-30,5,3315000,2494250.0
109,260,20240930,2024-09-30,4,3312900,2317625.0
1217,293,20240930,2024-09-30,1,3310500,2482875.0
988,1669,20240930,2024-09-30,2,3310000,2377500.0
102,389,20240930,2024-09-30,1,3310000,2482500.0
945,1111,20240930,2024-09-30,9,3309600,2490700.0
209,261,20240930,2024-09-30,13,3309000,2521150.0
864,143,20240930,2024-09-30,5,3308000,2481000.0
463,300,20240930,2024-09-30,1,3307000,2480250.0
754,2105,20240930,2024-09-30,4,3307000,2400950.0
582,1323,20240930,2024-09-30,3,3306000,2479500.0
671,1424,20240930,2024-09-30,3,3305600,2479200.0
429,570,20240930,2024-09-30,1,3305000,2478750.0
109,2158,20240930,2024-09-30,9,3304400,1652200.0
235,211,20240930,2024-09-30,6,3301800,2531350.0
905,651,20240930,2024-09-30,1,3300000,2475000.0
702,1598,20240930,2024-09-30,1,3300000,2475000.0
1017,317,20240930,2024-09-30,1,3300000,2475000.0
109,892,20240930,2024-09-30,2,3300000,2425000.0
1300,2048,20240930,2024-09-30,1,3300000,2475000.0
966,1796,20240930,2024-09-30,20,3297200,2368890.0
905,1398,20240930,2024-09-30,8,3291500,2485250.0
1000,777,20240930,2024-09-30,1,3286000,2464500.0
540,1300,20240930,2024-09-30,7,3285400,2366550.0
875,2272,20240930,2024-09-30,1,3285000,2463750.0
197,355,20240930,2024-09-30,3,3285000,2438750.0
666,306,20240930,2024-09-30,2,3283000,2424750.0
618,1287,20240930,2024-09-30,1,3280000,2460000.0
434,151,20240930,2024-09-30,2,3280000,2460000.0
664,823,20240930,2024-09-30,3,3280000,2435000.0
483,1977,20240930,2024-09-30,1,3277000,2457750.0
96,1594,20240930,2024-09-30,6,3275900,2464425.0
742,302,20240930,2024-09-30,15,3275800,2007850.0
905,559,20240930,2024-09-30,1,3275000,2456250.0
264,269,20240930,2024-09-30,2,3274800,2456100.0
963,2080,20240930,2024-09-30,1,3274000,2455500.0
163,1466,20240930,2024-09-30,25,3273400,2782390.0
795,1267,20240930,2024-09-30,1,3273100,2454825.0
491,1731,20240930,2024-09-30,6,3270200,2390150.0
479,165,20240930,2024-09-30,2,3265000,2463750.0
434,1545,20240930,2024-09-30,2,3265000,2448750.0
1467,1977,20240930,2024-09-30,2,3263000,2447250.0
235,2048,20240930,2024-09-30,1,3263000,2447250.0
919,1378,20240930,2024-09-30,20,3262600,2573060.0
581,999,20240930,2024-09-30,2,3262000,2371500.0
445,1619,20240930,2024-09-30,4,3260800,2370600.0
209,1898,20240930,2024-09-30,5,3260200,2750180.0
666,1460,20240930,2024-09-30,3,3260000,2445000.0
36,1210,20240930,2024-09-30,1,3257600,2443200.0
1386,503,20240930,2024-09-30,2,3255000,2403750.0
1189,2127,20240930,2024-09-30,9,3255000,2152500.0
197,1381,20240930,2024-09-30,4,3255000,2391250.0
1168,1278,20240930,2024-09-30,4,3253000,2189000.0
1065,2048,20240930,2024-09-30,7,3252000,2466850.0
614,254,20240930,2024-09-30,4,3251700,2438775.0
36,2107,20240930,2024-09-30,2,3250600,2437950.0
1000,1953,20240930,2024-09-30,1,3250000,2437500.0
236,559,20240930,2024-09-30,1,3250000,2437500.0
905,1518,20240930,2024-09-30,2,3250000,2437500.0
618,1467,20240930,2024-09-30,1,3250000,2437500.0
429,254,20240930,2024-09-30,1,3250000,2437500.0
742,188,20240930,2024-09-30,13,3250000,1625000.0
328,2107,20240930,2024-09-30,1,3250000,2437500.0
905,1812,20240930,2024-09-30,3,3250000,2437500.0
314,2051,20240930,2024-09-30,4,3249400,2200550.0
209,46,20240930,2024-09-30,5,3249000,2446750.0
584,268,20240930,2024-09-30,2,3246000,2359500.0
235,2231,20240930,2024-09-30,1,3243900,2432925.0
1237,146,20240930,2024-09-30,5,3243700,2432775.0
948,420,20240930,2024-09-30,1,3241000,2430750.0
109,130,20240930,2024-09-30,3,3240200,2398900.0
432,368,20240930,2024-09-30,1,3238600,2299406.0
540,2192,20240930,2024-09-30,4,3238600,2397700.0
974,361,20240930,2024-09-30,5,3237000,2437750.0
102,887,20240930,2024-09-30,1,3235000,2426250.0
1357,146,20240930,2024-09-30,3,3235000,2426250.0
795,2247,20240930,2024-09-30,3,3235000,2203250.0
1467,2006,20240930,2024-09-30,5,3235000,2441250.0
235,1601,20240930,2024-09-30,1,3235000,2426250.0
905,1822,20240930,2024-09-30,6,3235000,2411250.0
1295,977,20240930,2024-09-30,41,3234700,2298735.0
1390,883,20240930,2024-09-30,6,3233000,2499750.0
1011,2312,20240930,2024-09-30,4,3232000,2424000.0
1362,148,20240930,2024-09-30,6,3231900,2373175.0
1219,875,20240930,2024-09-30,3,3229400,2413700.0
264,107,20240930,2024-09-30,1,3225800,2419350.0
109,191,20240930,2024-09-30,2,3225500,2394125.0
1466,2128,20240930,2024-09-30,7,3224100,2369075.0
92,157,20240930,2024-09-30,7,3222500,2416875.0
1295,238,20240930,2024-09-30,7,3222400,2359300.0
235,956,20240930,2024-09-30,1,3220000,2415000.0
92,2083,20240930,2024-09-30,1,3220000,2415000.0
405,853,20240930,2024-09-30,26,3218100,1995550.0
522,130,20240930,2024-09-30,4,3218000,2413500.0
665,2259,20240930,2024-09-30,1,3218000,2413500.0
905,166,20240930,2024-09-30,8,3215000,2426750.0
240,637,20240930,2024-09-30,20,3214400,2321290.0
671,564,20240930,2024-09-30,2,3213400,2410050.0
1217,2019,20240930,2024-09-30,1,3212300,2409225.0
491,761,20240930,2024-09-30,1,3211500,2408625.0
1048,1374,20240930,2024-09-30,7,3211000,2309500.0
1222,286,20240930,2024-09-30,3,3207200,2380400.0
109,262,20240930,2024-09-30,2,3207000,703500.0
919,1466,20240930,2024-09-30,22,3203600,2493060.0
664,302,20240930,2024-09-30,7,3200000,2187500.0
795,1735,20240930,2024-09-30,2,3200000,2400000.0
1386,1905,20240930,2024-09-30,2,3200000,2400000.0
665,2006,20240930,2024-09-30,3,3200000,2400000.0
905,880,20240930,2024-09-30,4,3200000,2400000.0
1295,1568,20240930,2024-09-30,12,3198900,2386050.0
10,55,20240930,2024-09-30,1,3196000,2397000.0
307,1388,20240930,2024-09-30,3,3196000,2397000.0
988,298,20240930,2024-09-30,4,3194000,2364250.0
1000,767,20240930,2024-09-30,1,3193000,2394750.0
1021,1719,20240930,2024-09-30,1,3192000,2394000.0
205,353,20240930,2024-09-30,1,3191400,2393550.0
918,541,20240930,2024-09-30,6,3191200,2268400.0
235,170,20240930,2024-09-30,9,3189300,2481975.0
1362,214,20240930,2024-09-30,8,3186300,2236725.0
1105,286,20240930,2024-09-30,2,3186000,2389500.0
1295,303,20240930,2024-09-30,9,3182800,2355850.0
584,1242,20240930,2024-09-30,1,3182000,2386500.0
751,1086,20240930,2024-09-30,4,3182000,2324000.0
754,1651,20240930,2024-09-30,3,3182000,2361500.0
795,1220,20240930,2024-09-30,1,3180000,2385000.0
1065,1300,20240930,2024-09-30,15,3180000,2382100.0
170,2158,20240930,2024-09-30,2,3175000,2318750.0
393,1488,20240930,2024-09-30,3,3174500,2330875.0
945,1062,20240930,2024-09-30,2,3174000,2255500.0
1295,865,20240930,2024-09-30,2,3171000,2340750.0
197,2127,20240930,2024-09-30,2,3171000,2378250.0
1295,254,20240930,2024-09-30,6,3170500,2327875.0
1356,2218,20240930,2024-09-30,1,3170000,2377500.0
834,865,20240930,2024-09-30,1,3170000,2377500.0
965,1153,20240930,2024-09-30,1,3167000,2375250.0
163,1424,20240930,2024-09-30,21,3166500,2604375.0
264,160,20240930,2024-09-30,6,3165100,2373825.0
201,1511,20240930,2024-09-30,2,3165000,2311250.0
858,199,20240930,2024-09-30,2,3165000,2373750.0
95,2012,20240930,2024-09-30,1,3164000,2373000.0
102,2079,20240930,2024-09-30,3,3164000,2388000.0
380,1466,20240930,2024-09-30,1,3163000,2372250.0
1390,1948,20240930,2024-09-30,8,3160000,2463500.0
420,940,20240930,2024-09-30,1,3160000,2370000.0
1362,2341,20240930,2024-09-30,16,3158900,2231525.0
665,188,20240930,2024-09-30,6,3158000,2368500.0
481,161,20240930,2024-09-30,2,3158000,2368500.0
665,233,20240930,2024-09-30,2,3157000,2367750.0
765,537,20240930,2024-09-30,2,3156600,2342450.0
805,894,20240930,2024-09-30,6,3155800,2392050.0
136,1962,20240930,2024-09-30,1,3155000,2366250.0
1021,1822,20240930,2024-09-30,4,3154500,2365875.0
1295,1996,20240930,2024-09-30,17,3152200,2301650.0
1390,261,20240930,2024-09-30,6,3152000,2409000.0
180,1310,20240930,2024-09-30,6,3150000,2337500.0
1030,1507,20240930,2024-09-30,1,3150000,2362500.0
1065,1501,20240930,2024-09-30,1,3150000,2362500.0
795,2259,20240930,2024-09-30,1,3150000,2362500.0
988,306,20240930,2024-09-30,2,3150000,2275000.0
618,2145,20240930,2024-09-30,1,3150000,2362500.0
170,636,20240930,2024-09-30,1,3147000,2360250.0
1295,1574,20240930,2024-09-30,53,3145700,1676150.0
1366,2254,20240930,2024-09-30,1,3145000,2358750.0
1321,949,20240930,2024-09-30,7,3143000,2269750.0
1116,1349,20240930,2024-09-30,1,3143000,2357250.0
